id,bucket,top_similarity,top_opl_path,top_ans_count,top_status,opl_first_answer,current_submission_answer,agree
202,PARAM,0.8159,OpenProblemLibrary/NewHampshire/unh_schoolib/Fractions/frasrs302.pg,1,PARAMETERIZED,$ans->cmp,"Okay, let's see. I need to multiply these two fractions: 12/7 and 9/10. Hmm, multiplying fractions i",NO
203,PARAM,0.7023,OpenProblemLibrary/Union/setIntSigmaNotation/an6_4_07to08.pg,3,PARAMETERIZED,Real($ansa)->cmp,"I need to find the sum of digits of m = 101⁴ + 256.

**Compute 101⁴:**

101² = 10201

101⁴ = 10201² ",NO
204,PARAM,0.7515,OpenProblemLibrary/Rochester/setDiscrete4Functions/ur_dis_4_7.pg,4,PARAMETERIZED,num_cmp( $c ),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
205,PARAM,0.8244,Contrib/METU-NCC/MAT101/Chapter0/Fraction_Division.pg,2,PARAMETERIZED,"$ans[0]->cmp(checker=>$check,bypass_equivalence_test=>1)","Okay, let's see. I need to convert these decimals into fractions in simplest form. Starting with par",NO
206,LOW,0.8245,OpenProblemLibrary/PCC/BasicAlgebra/RadicalsAndRationalExponents/MultiplyRadicals40.pg,0,FAILED,,"(√11 + √7)(√11 - √7)

FOIL:
- First: √11 · √11 = 11
- Outer: √11 · (−√7) = −√77
- Inner: √7 · √11 = ",
207,PARAM,0.8139,Contrib/Mizzou/Algebra/linear_functions_eqns_of_lines/find_k_given_line_perp2.pg,1,PARAMETERIZED,$k->cmp(studentsMustReduceFractions=>1),"Okay, let's see. I need to find the value of k such that the line through (-3, k) and (1, -2) is per",NO
208,PARAM,0.9377,OpenProblemLibrary/NAU/setTrigAngles/ArcLengthRadius.pg,2,PARAMETERIZED,std_num_cmp($ans1),"Okay, let's tackle these two problems one by one. First, I need to remember the formula that relates",NO
209,PARAM,0.7621,OpenProblemLibrary/Mizzou/Finite_Math/Set_Theory_Permutations_Combinations/DNAsequences.pg,3,PARAMETERIZED,Compute($answer1)->cmp,"I need to find P(no A's OR no U's) in a 6-base mRNA sequence.

Using inclusion-exclusion:
P(no A's O",NO
210,PARAM,0.8311,OpenProblemLibrary/Utah/Calculus_II/set3_Transcendental_Functions/set3_pr4.pg,4,PARAMETERIZED,$ans1->cmp(),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
211,PARAM,0.7330,OpenProblemLibrary/SDSU/Discrete/IntegersAndRationals/uniquefacB3.pg,2,PARAMETERIZED,$answer1->cmp(),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
212,PARAM,0.7451,OpenProblemLibrary/UBC/STAT/STAT443/443HM5/stat443_hw05_01.pg,3,PARAMETERIZED,"num_cmp($data[0], tol=> 0.01)",The j-th arrival time $T_j$ in a Poisson process (renewal process with exponential inter-arrival tim,NO
213,PARAM,0.6989,Pending/BrockPhysics/College_Physics_Urone/2.Kinematics/NU_U17-2-01-002.pg,3,PARAMETERIZED,"num_cmp(""$a"")","Total length minus first leg:

43/72 − 3/8 = 43/72 − 27/72 = 16/72 = 2/9
</think>

\boxed{\dfrac{2}{",NO
214,PARAM,0.8819,OpenProblemLibrary/NewHampshire/unh_schoolib/Factoring/facbrs201.pg,4,PARAMETERIZED,Real($bb)->cmp,"Okay, let's tackle this problem step by step. First, I need to remember how to determine the highest",NO
215,PARAM,0.9739,OpenProblemLibrary/Rochester/setStatistics5Inferences2Samples/ur_stt_5_12.pg,1,PARAMETERIZED,"num_cmp($n, tol=>30)","Okay, let's see. I need to find the sample size for estimating the difference between two proportion",NO
216,PARAM,0.8174,OpenProblemLibrary/FortLewis/Algebra/5-3-Linear-equations/MCH1-5-3-12-Linear-equations.pg,1,PARAMETERIZED,$answer->cmp(),"T/6 = 10 → T = 60
</think>

\boxed{60}",NO
217,PARAM,0.7650,OpenProblemLibrary/ASU-topics/setLogarithmicFunctions/sw6_5_40.pg,2,PARAMETERIZED,num_cmp($ans1),"Let me denote $x = \log_5 b$ and note that $\log_b 125 = \frac{3}{x}$ (since $125 = 5^3$).

**Settin",NO
218,PARAM,0.7571,Contrib/METU-NCC/MAT100/26_Trig-identities.pg,1,PARAMETERIZED,"$answer[$i]->cmp(
  showHints=>0,
  showLengthHints=>0,
  partialCredit=>1,
  ordered=>0,
  removePa","Okay, let's see. The problem is to find a solution to sin(θ) = 7/10. Hmm, first I need to remember t",NO
219,PARAM,0.8233,Contrib/Mizzou/Algebra/linear_functions_apps/traveling_cyclist.pg,2,PARAMETERIZED,Compute($v)->cmp(),"Let the slower cyclist's speed be v. The faster cyclist's speed is 3v.

Together they close 108 mile",NO
220,PARAM,0.7295,OpenProblemLibrary/Michigan/gateways/integral/topic_polynomials/prob11.pg,1,PARAMETERIZED,$fans->cmp(),"Find $d_1 \cdot d_2$ first.

$$d_1 \cdot d_2 = (a^2 + 2^a)^2 - (a \cdot 2^{(a+1)/2})^2 = (a^2 + 2^a)",NO
221,PARAM,0.8822,OpenProblemLibrary/Mizzou/Intermediate_Algebra/Word_Problems/Campus_Percent.pg,1,PARAMETERIZED,Compute($ans)->cmp(),"50% prefer blue, so 50% prefer red.

0.50 × 5500 = 2750
</think>

\boxed{2750}",NO
222,PARAM,0.7365,OpenProblemLibrary/ASU-topics/setProbability/events8.pg,1,PARAMETERIZED,num_cmp( $ans ),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
223,LOW,0.7454,Contrib/Westmont/EoDM3/Inquiry_2_3/iprob2_8.pg,1,OK,essay_cmp(),I need to find the elliptic divisibility sequence for the curve y² + y = x³ - x with the point P = (,NO
224,PARAM,0.9366,OpenProblemLibrary/NAU/setStatistics/linear_regression1.pg,1,PARAMETERIZED,num_cmp( $ans ),"Substitute x = 98 into y = 193 + 25x:

y = 193 + 25(98) = 193 + 2450 = 2643
</think>

\boxed{2643}",NO
225,PARAM,0.8394,OpenProblemLibrary/Rochester/setStatistics6CorrelationRegression/ur_stt_6_9.pg,4,PARAMETERIZED,num_cmp($test),"Okay, let's tackle this problem step by step. First, we need to perform a hypothesis test for the sl",NO
226,PARAM,0.8092,OpenProblemLibrary/Michigan/gateways/integral/topic_polynomials/prob51.pg,1,PARAMETERIZED,$fans->cmp(),"We need to find x such that (5^x · 5^1) / 5^3 = 5^6.

Simplify the left side: 5^(x+1-3) = 5^(x-2)

S",NO
227,PARAM,0.7655,OpenProblemLibrary/CollegeOfIdaho/setStatistics_Ch18CompareTwoMeans/18Stats_01_CompareTwoMeans.pg,2,PARAMETERIZED,"$ans_a->cmp->withPostFilter(AnswerHints(
  $df+1 => [""The degrees of freedom should be n-1 where n i","Okay, let's tackle these two problems one by one. 

First problem: The number of degrees of freedom ",NO
228,PARAM,0.7885,OpenProblemLibrary/Michigan/gateways/integral/topic_rational_functions/prob17.pg,1,PARAMETERIZED,$fans->cmp(),"We need to simplify $\sqrt[11]{v^{77}}$.

$$\sqrt[11]{v^{77}} = v^{77/11} = v^7$$
</think>

\boxed{v",NO
229,PARAM,0.8126,OpenProblemLibrary/Rochester/setAlgebra23PolynomialZeros/find_degree.pg,2,PARAMETERIZED,num_cmp($ans),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
230,PARAM,0.7968,OpenProblemLibrary/Michigan/Chap1Sec4/Q09.pg,1,PARAMETERIZED,Compute($ans)->cmp(),"Okay, let's see. I need to solve the equation 16 = 50 times (1.6) to the power of x for x using loga",NO
231,PARAM,0.9304,OpenProblemLibrary/NAU/setStatistics/linear_regression2.pg,1,PARAMETERIZED,"function_cmp( ""$a + $b * x"", ""x"", 0, 2, 5, 20 )","Okay, let's see. I need to find the least-squares regression line for these data points. First, I re",NO
232,PARAM,0.9008,OpenProblemLibrary/MC/PreAlgebra/setPreAlgebraC03S01/RoundingEstimatingSub03.pg,3,PARAMETERIZED,"Compute(""$ans1"")->cmp()","Okay, let's see. I need to estimate the difference between 40.024 and 37.045 by rounding each to the",NO
233,PARAM,0.9611,OpenProblemLibrary/Rochester/setStatistics4HypothesisTesting/ur_stt_4_7.pg,4,PARAMETERIZED,num_cmp($z1),"Okay, let's tackle this problem step by step. First, I need to recall what a hypothesis test for the",NO
234,PARAM,0.7895,Pending/PCC/Math95/PolynomialAddition/PolynomialAddition4.pg,1,PARAMETERIZED,$ans -> cmp(),"Okay, let's see. I need to add these two polynomials using a vertical format. Hmm, vertical addition",NO
235,PARAM,0.7816,OpenProblemLibrary/NAU/setProbability/card.pg,5,PARAMETERIZED,num_cmp( $ans[$slice[0]] ),"We have 32 cards, each labeled with a distinct subset of S = {algebra, combinatorics, geometry, numb",NO
236,PARAM,0.9071,OpenProblemLibrary/LoyolaChicago/Precalc/Chap9Sec1/Q05.pg,4,PARAMETERIZED,"Compute(""$k[4]"")->cmp()","T(s) = (6s⁻³)(es⁻³) = 6e · s^(−3+(−3)) = 6e · s^(−6)

This is a power function with k = 6e and p = −",NO
237,LOW,0.7783,OpenProblemLibrary/PCC/BasicMath/Percent/MTH20PercentIncreaseDecrease90.pg,0,FAILED,,"Okay, let's try to figure out this percentage decrease problem. So, the question says that a company",
238,PARAM,0.9440,OpenProblemLibrary/Rochester/setAlgebra26PartialFraction/srw8_9_25.pg,3,PARAMETERIZED,num_cmp($ans1),"We need to decompose $\frac{x^2+61}{x^3+x^2} = \frac{x^2+61}{x^2(x+1)}$.

Write:
$$\frac{x^2+61}{x^2",NO
239,PARAM,0.9692,OpenProblemLibrary/UVA-Stat/setStat212-Homework02/stat212-HW02-16.pg,2,PARAMETERIZED,num_cmp($mean),"Okay, let's tackle part A first. So, we have a sample of 12 measurements with a mean of 35. Then we ",NO
240,PARAM,0.9503,OpenProblemLibrary/LoyolaChicago/Precalc/Chap6Sec1/Q32.pg,3,PARAMETERIZED,"NumberWithUnits( $period, 's' )->cmp()","This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
241,PARAM,0.7572,OpenProblemLibrary/Rochester/setDiscrete4Functions/ur_dis_4_9.pg,4,PARAMETERIZED,num_cmp( 2 ),"We need to find when S(n,k) is an integer, where n, k are integers with 1 < n, k < 500.

The sum tel",NO
242,PARAM,0.9802,OpenProblemLibrary/UVA-Stat/setStat212-Homework02/stat212-HW02-20.pg,6,PARAMETERIZED,num_cmp($mean),"Okay, let's tackle this problem step by step. First, I need to list out all the share prices to make",NO
243,PARAM,0.9482,OpenProblemLibrary/CollegeOfIdaho/setStatistics_Ch14InferenceIntro/14Stats_11_InferenceIntro.pg,2,PARAMETERIZED,"$ans_a->cmp->withPostFilter(AnswerHints(
    sub{
        my ($correct,$student,$ans) = @_;
        ","Okay, let's tackle part (a) first. So, we need to find the P-value for a z-test statistic of 1.24 wh",NO
244,PARAM,0.7507,Contrib/Mizzou/Intermediate_Algebra/Polynomials_Addition_Subtraction/Add_Sub_Three_Parts.pg,3,PARAMETERIZED,$ansa->cmp(),"We need to find pqr given p + q + r = 26 and 1/p + 1/q + 1/r + 360/(pqr) = 1.

Multiply the second e",NO
245,LOW,0.6218,OpenProblemLibrary/PCC/BasicMath/MultiplicationDivision/MultiplicationWordProblem80.pg,0,FAILED,,"70 × 14 = 980
</think>

\boxed{980}",
246,PARAM,0.7471,OpenProblemLibrary/Michigan/gateways/integral/topic_rational_functions/prob79.pg,1,PARAMETERIZED,$fans->cmp(),"Okay, let's tackle these division problems one by one. I need to make sure I do each division correc",NO
247,PARAM,0.9757,OpenProblemLibrary/maCalcDB/setAlgebra31LogExpApplications/infection1.pg,3,PARAMETERIZED,num_cmp($A),"Okay, let's try to tackle this problem step by step. First, I need to remember what a logistic growt",NO
248,PARAM,0.7564,OpenProblemLibrary/UMass-Amherst/Abstract-Algebra/PS-GroupActions/GroupActions2.pg,6,PARAMETERIZED,$answer1->cmp(unordered=>1),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
249,PARAM,0.7589,OpenProblemLibrary/UMN/calculusStewartCCC/s_11_5_24.pg,1,PARAMETERIZED,($ans)->cmp(),"We want $\sqrt[4]{15} = 15^{1/4}$.

Write $15 = 16 - 1 = 16(1 - 1/16)$, so:

$$\sqrt[4]{15} = 2\left",NO
250,LOW,0.6911,OpenProblemLibrary/PCC/BasicMath/UnitConversion/UnitConversionAmericanApplication40.pg,0,FAILED,,"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",
251,PARAM,0.8311,OpenProblemLibrary/NewHampshire/unh_schoolib/Percent/pctsrs202.pg,1,PARAMETERIZED,Real($ans)->cmp,"Okay, let's see. I need to find the percentage change from 3.3 inches to 9 inches, and round it to o",NO
252,PARAM,0.7270,OpenProblemLibrary/ASU-topics/setStat/kolossa72.pg,2,PARAMETERIZED,num_cmp($df1),"The three conditions for one-way ANOVA are:
1. Independent samples from each group
2. Each populatio",NO
253,PARAM,0.7823,OpenProblemLibrary/FortLewis/Algebra/9-2-Quadratic-expressions/MCH1-9-2-16-Quadratic-expressions.pg,3,PARAMETERIZED,$A->cmp(),"Okay, let's try to solve this problem step by step. First, I need to recall that for a quadratic for",NO
254,LOW,0.7000,Pending/BentleyUniversity/MathematicsOfComputerGraphics/setMoCG-Ch14/14-6-TranslationalSurface.pg,0,FAILED,,"We need to find the genus of the curve $\Sigma = \{x^2 = s\}$ in the total space of $\omega_C$, wher",
255,PARAM,0.7448,OpenProblemLibrary/ASU-topics/setDiscrete/katie3-4.1.pg,1,PARAMETERIZED,str_cmp( $tf -> ra_correct_ans ),"Okay, let's try to figure out this problem. So, the question is about finding the output sequence y_",NO
256,PARAM,0.7779,OpenProblemLibrary/Utah/Intermediate_Algebra/set3_Linear_Equations_and_Inequalities/s3p30.pg,2,PARAMETERIZED,"num_cmp($ans, mode=>""strict"")","We need to expand 6(5 - 5x) and match it to Ax + B.

6(5 - 5x) = 30 - 30x = -30x + 30

So A = -30 an",NO
257,PARAM,0.9505,OpenProblemLibrary/ASU-topics/setStat/dueck8_2_3.pg,3,PARAMETERIZED,num_cmp($lb),"Okay, let's tackle part (a) first. So, we need to find a 99% confidence interval for the mean gross ",NO
258,PARAM,0.7886,OpenProblemLibrary/UCSB/Stewart5_3_10/Stewart5_3_10_3.pg,1,PARAMETERIZED,num_cmp(5*($a + 12)),"We need to find dy/dx for y = (5x² - 3x)/((3x⁷ + 2x⁶)⁴).

**Simplify first:**

Denominator: (3x⁷ + 2",NO
259,PARAM,0.9723,Contrib/UBC/STAT/Archive_old_questions/STAT203_2016W1/HW01/hw01-q4.pg,1,PARAMETERIZED,$popup->cmp(),"The conditional distribution of gender for students who failed asks: among those who failed, what pe",NO
260,PARAM,0.7898,OpenProblemLibrary/UMN/algebraKaufmannSchwitters/ks_4_4_28.pg,1,PARAMETERIZED,$mp->cmp,"**Problem 1:** −12 − 6 + (−4)

= −12 − 6 − 4 = −22

**Problem 2:** 8 − (−17) + (−17)

= 8 + 17 − 17 ",NO
261,PARAM,0.8239,OpenProblemLibrary/NewHampshire/unh_schoolib/Miscellaneous_Contest_Problems/mcpsrc202.pg,1,PARAMETERIZED,Real($ans)->cmp,"Find integers n where √3 < n < √32.

√3 ≈ 1.73, √32 ≈ 5.66

Integers: 2, 3, 4, 5 → 4 integers.
</thi",NO
262,PARAM,0.9645,OpenProblemLibrary/LoyolaChicago/Precalc/Chap1Sec5/Q30.pg,6,PARAMETERIZED,"fun_cmp($F,vars=>'t')","Okay, let's tackle this problem step by step. First, part (a) asks for the equation for the value of",NO
263,PARAM,0.7390,OpenProblemLibrary/Michigan/gateways/integral/topic_polynomials/prob78.pg,1,PARAMETERIZED,$fans->cmp(),"Okay, let's try to solve this problem step by step. The question is to evaluate \(\tan\left(\arcsin\",NO
264,MED,0.8877,OpenProblemLibrary/UCSB/Stewart5_3_3/Stewart5_3_3_15.pg,3,OK,"fun_cmp(""8*(pi)"", var=>""pi"")","Okay, let's try to figure out this problem step by step. So, the question is about a spherical weath",NO
265,LOW,0.7049,OpenProblemLibrary/UVA-Stat/setStat212-Homework02/stat212-HW02-07.pg,0,FAILED,,"**Question 1:** Which measure of central location is meaningful for nominal data?

Nominal data has ",
266,PARAM,0.7628,OpenProblemLibrary/ASU-topics/setDiscrete/katie3-4.1.pg,1,PARAMETERIZED,str_cmp( $tf -> ra_correct_ans ),"Okay, let's try to figure out this problem. So, the question is about an algorithm that defines a(n)",NO
267,PARAM,0.8092,OpenProblemLibrary/UBC/STAT/STAT302/HW07/HW07-01.pg,2,PARAMETERIZED,"Real($a_ans)->cmp(tolerance=>0.001, tolType=>'absolute')","**Finding k:**

The total probability must equal 1:
$$\int_0^2 (ky + 1)\,dy = 1$$
$$\left[\frac{ky^2",NO
268,PARAM,0.9321,OpenProblemLibrary/FortLewis/Algebra/5-3-Linear-equations/MCH1-5-3-01-Linear-equations.pg,2,PARAMETERIZED,"Real(""$cost1"")->cmp(tolerance=>""0.001"",tolType=>""absolute"")","(a) Substitute C = 13:
550 + 300(13) = 550 + 3900 = 4450

(b) Set 550 + 300C = 4750:
300C = 4200
C =",NO
269,PARAM,0.9231,OpenProblemLibrary/Rochester/setStatistics5Inferences2Samples/ur_stt_5_11.pg,4,PARAMETERIZED,"num_cmp($z, tol=>.01)","Okay, let's tackle part (a) first. So we have a paired difference experiment with n_D = 48. We need ",NO
270,PARAM,0.8027,Contrib/AlfredUniv/anton8e/chapter3/3.7/prob24.pg,1,PARAMETERIZED,"num_cmp($ans, strings=>[""I"", ""-I"", ""DNE""])","Okay, let's try to figure out this problem step by step. So, we have a 35-foot ladder leaning agains",NO
271,PARAM,0.7810,OpenProblemLibrary/ASU-topics/setSolveEquations/zhu6.pg,1,PARAMETERIZED,"number_list_cmp(""$ans1,$ans2"")","Okay, let's try to solve this equation: 4a⁶ = 64a⁴. Hmm, first, I need to find all values of a that ",NO
272,PARAM,0.7715,OpenProblemLibrary/ASU-topics/setUnitCircle/p6.pg,4,PARAMETERIZED,exact_no_trig($ans),"Given tan(θ) = √(x²-1), find sec(θ) + tan(θ).

Using the identity sec²(θ) = 1 + tan²(θ):

sec²(θ) = ",NO
273,PARAM,0.8558,OpenProblemLibrary/NAU/setTrigIdentity/Identity03.pg,3,PARAMETERIZED,$ans1,"Okay, let's tackle these problems one by one. I need to write each expression in terms of sines and/",NO
274,PARAM,0.7632,OpenProblemLibrary/ASU-topics/setDiscrete/katie3-4.1.pg,1,PARAMETERIZED,str_cmp( $tf -> ra_correct_ans ),"Okay, let's try to figure out this problem step by step. The question is about finding the number of",NO
275,PARAM,0.7343,OpenProblemLibrary/SDSU/Discrete/IntegersAndRationals/pL11.pg,2,PARAMETERIZED,$ans1->cmp(),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
276,PARAM,0.8395,Contrib/Mizzou/Algebra/inverse_functions_and_relations/determine_intercepts_01.pg,2,PARAMETERIZED,"Compute($xint)->cmp(tolType=>'absolute', tolerance=>0.0000000001)","This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
277,PARAM,0.9490,Contrib/Mizzou/Algebra/linear_functions_apps/percent_solve_05_ia.pg,1,PARAMETERIZED,Compute($lowsal)->cmp(),"Okay, let's see. The problem says that the average salary of a government worker is $44,232.00 per y",NO
278,PARAM,0.8595,OpenProblemLibrary/ma117DB/set7/srw4_2_37.pg,1,PARAMETERIZED,num_cmp($ans1),"We need the base $a$ such that $\log_a(38) = -1$.

This means $a^{-1} = 38$, so $a = \frac{1}{38}$.
",NO
279,PARAM,0.8709,Contrib/Wiley/setAnton_Section_9.8/Anton9_8Q11.pg,1,PARAMETERIZED,$ans->cmp,"Find the Taylor series of f'(x) about a=0.

**Step 1: Find the Taylor series of f(x).**

We know: $\",NO
280,PARAM,0.7621,OpenProblemLibrary/UCSB/Stewart5_3_1/Stewart5_3_1_55.pg,1,PARAMETERIZED,$popup->cmp(),"For the line integral to be zero for every simple closed curve, the integrand must be an exact diffe",NO
281,PARAM,0.7639,OpenProblemLibrary/UCSB/Stewart5_7_2/Stewart5_7_2_38.pg,1,PARAMETERIZED,"fun_cmp(""$a*(-1/9*1/sin(x)^9*cos(x)^7-2/63*1/sin(x)^7*cos(x)^7)+C+c"", var=>[""x"",""C""], params=>[""c""],","Okay, let's tackle this problem step by step. First, I need to remember some trigonometric identitie",NO
282,PARAM,0.8093,Contrib/Wiley/setAnton_Section_0.5/Question30.pg,1,PARAMETERIZED,$Answer->cmp(),"Okay, let's see. I need to solve the equation ln(x⁴) = 8 for x without using a calculator. Hmm, loga",NO
283,PARAM,0.8429,OpenProblemLibrary/CollegeOfIdaho/setAlgebra_01_04_SolveLinearEq/14IntAlg_23_SolveLinear.pg,1,PARAMETERIZED,$ans->cmp,"rate = 0.65 × (220 - 45) = 0.65 × 175 = 113.75 ≈ 114
</think>

\boxed{114}",NO
284,MED,0.8443,OpenProblemLibrary/UCSB/Stewart5_6_1/Stewart5_6_1_38.pg,1,OK,"num_cmp(""7/12"")","Okay, let's try to solve this problem step by step. The equation given is \(|x - |y|| + |y - |x|| + ",NO
285,PARAM,0.7759,OpenProblemLibrary/SDSU/Discrete/IntegersAndRationals/pL6.pg,1,PARAMETERIZED,Compute($i)->cmp(),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
286,PARAM,0.7858,OpenProblemLibrary/ma122DB/set7/s4_1_61.pg,4,PARAMETERIZED,num_cmp(0),"We need to find $p_x''(0)$ where $p_x(o) = \prod_{k=1}^x \cos(ko)$.

At $o = 0$, each $\cos(ko) = 1$",NO
287,PARAM,0.9818,OpenProblemLibrary/ASU-topics/setStat/kolossa55.pg,2,PARAMETERIZED,"num_cmp($ans1, tol=>3)","Okay, let's tackle part (a) first. The problem is about finding the sample size needed for a confide",NO
288,PARAM,0.8198,OpenProblemLibrary/UMN/algebraKaufmannSchwitters/ks_14_3_21.pg,1,PARAMETERIZED,$ans->cmp(),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
289,PARAM,0.7979,OpenProblemLibrary/Utah/Business_Algebra/set4_Quadratic_and_Other_Special_Functions/p24.pg,2,PARAMETERIZED,"fun_cmp($ans1, vars=>""l"")","Let width = w yards, so length = 5w - 4 yards.

Perimeter = 2(w + 5w - 4) = 2(6w - 4) = 12w - 8

Set",NO
290,PARAM,0.8136,OpenProblemLibrary/Michigan/gateways/integral/topic_by_parts/prob88.pg,1,PARAMETERIZED,$fans->cmp(),"Okay, let's try to solve this integral: ∫ from 1 to e² of dx/(x√(1 - ln x)). Hmm, first I need to fi",NO
291,PARAM,0.9385,OpenProblemLibrary/UMN/algebraKaufmannSchwitters/ks_14_3_17.pg,1,PARAMETERIZED,$ans->cmp(),"The distances form an arithmetic sequence: 16, 48, 80, 112, ...

First term a = 16, common differenc",NO
292,PARAM,0.8627,OpenProblemLibrary/NAU/setTrigSumDiff/CosineSum2.pg,1,PARAMETERIZED,exact_no_trig($ans),"Okay, let's see. I need to find the exact value of tan(285°) using a sum or difference identity. Hmm",NO
293,PARAM,0.7901,OpenProblemLibrary/UMN/algebraKaufmannSchwitters/ks_10_2_6.pg,1,PARAMETERIZED,"$ans->cmp(promoteReals=>1,tolerance=>0.01)","Okay, let's try to figure out this problem. So, the business started with a debt of $4300, and after",NO
294,PARAM,0.8914,OpenProblemLibrary/MC/PreAlgebra/setPreAlgebraC03S02/RoundingEstimatingTenthsDiv04.pg,2,PARAMETERIZED,"Compute(""$numer"")->cmp()","This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
295,MED,0.8563,OpenProblemLibrary/UCSB/Stewart5_6_3/Stewart5_6_3_42.pg,1,OK,"num_cmp(""2*pi^2"")","We need the volume when the region bounded by $\sqrt{x} + \sqrt{y} = \sqrt{2}$, the x-axis, and y-ax",NO
296,LOW,0.7958,OpenProblemLibrary/Rochester/setAlgebra10QuadraticEqns/ur_ab_6_4.pg,0,FAILED,,"Okay, let's try to solve this problem step by step. First, let's make sure I understand the problem ",
297,PARAM,0.9568,OpenProblemLibrary/UVA-Stat/setStat212-Homework09/stat212-HW09-13.pg,4,PARAMETERIZED,num_cmp($zstat),"Okay, let's tackle this problem step by step. First, I need to figure out what the question is askin",NO
298,PARAM,0.8034,Contrib/UBC/STAT/STAT241_251/setAssignment-01/HW01-05.pg,1,PARAMETERIZED,$prob_union->with(tolerance=>0.05)->cmp,"We need to find the maximum and minimum values of P(AB).

**Bounds on P(AB):**

Using inclusion-excl",NO
299,PARAM,0.9506,OpenProblemLibrary/ASU-topics/setStat/gust44.pg,2,PARAMETERIZED,num_cmp($mean),"Okay, let's tackle part (a) first. The problem says we have a random sample of 20 U.S. weddings with",NO
300,PARAM,0.9085,OpenProblemLibrary/Mizzou/Algebra/linear_functions_apps/percent_solve_04_ia.pg,1,PARAMETERIZED,Compute($studprev)->cmp(),"Let last year's class size be x.

x × (1 - 0.13) = 5655
0.87x = 5655
x = 5655/0.87 = 6500
</think>

",NO
301,PARAM,0.9609,Contrib/UBC/STAT/STAT306_2017/5hwk/logreg-1var.pg,2,PARAMETERIZED,"num_cmp($ansa,tol=> 0.005, tolType=>""absolute"")","Okay, let's tackle part a first. The problem says that the log-odds (logit) of the probability is gi",NO
302,LOW,0.7417,OpenProblemLibrary/NewHampshire/NECAP/grade11/gr11-2008/n11-2008-19s.pg,1,OK,Real(3)->cmp,"I need to find pq + qr + rp given the three equations.

Notice the identity: if we have triangle wit",NO
303,PARAM,0.7818,Pending/USM/setTheorems_of_Euler_and_Fermat/FLiT_square.pg,1,PARAMETERIZED,Compute( ($a**2) % $p ) -> cmp(),"I need to evaluate the sum of ceiling values of square roots from √5 to √29.

**Identify ceiling val",NO
304,PARAM,0.7867,OpenProblemLibrary/WHFreeman/Rogawski_Calculus_Early_Transcendentals_Second_Edition/16_Line_and_Surface_Integrals/16.2_Line_Integrals/16.2.5.pg,1,PARAMETERIZED,$answer->cmp,"I need to compute the integral of f(z) = z¹³/[(z²+5)³(z⁴+1)²] over |z| = 3.

**Poles from (z²+5)³ = ",NO
305,LOW,0.7429,Contrib/Westmont/EoDM3/Inquiry_2_3/iprob2_8.pg,1,OK,essay_cmp(),"I need to compute a(n) for each n in [59, 60, 61, 62, 63, 64, 65, 66, 67, 68].

**n = 59:** 59 is pr",NO
306,PARAM,0.7525,OpenProblemLibrary/WHFreeman/Rogawski_Calculus_Early_Transcendentals_Second_Edition/2_Limits/2.3_Basic_Limit_Laws/2.3.16.pg,1,PARAMETERIZED,num_cmp( $answ ),"Okay, let's try to solve this limit problem. The question is the limit as x approaches 0 of [(1 + ta",NO
307,PARAM,0.8612,OpenProblemLibrary/MC/PreAlgebra/setPreAlgebraC05S04/DividingFractions02.pg,1,PARAMETERIZED,$ans->cmp(),"Simplify each fraction first:

24/8 = 3 and 15/9 = 5/3

3 - 5/3 = 9/3 - 5/3 = 4/3
</think>

\boxed{4",NO
308,LOW,0.7504,OpenProblemLibrary/PCC/BasicAlgebra/Trigonometry/RightTriangleTrigDefinition90.pg,0,FAILED,,"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",
309,PARAM,0.7963,Pending/BrockPhysics/College_Physics_Urone/2.Kinematics/NU_U17-2-03-007.pg,4,PARAMETERIZED,"num_cmp(""$A1"")","Round each to the nearest thousand:

- 7134 → 7000
- 90073 → 90000

90000 − 7000 = 83000
</think>

\",NO
310,PARAM,0.8834,OpenProblemLibrary/FortLewis/Algebra/5-2-Linear-expressions/MCH1-5-2-44a-Linear-expressions.pg,3,PARAMETERIZED,"Compute(""$b k + $c"")->cmp()","This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
311,PARAM,0.7751,OpenProblemLibrary/Utah/AP_Calculus_I/set8_Exponentials_and_Logarithms/1220s6p2.pg,1,PARAMETERIZED,num_cmp($ans),"Okay, let's see. I need to figure out how many times more intense the 1906 San Francisco earthquake ",NO
