item_id,qtype,tier_v1,tier_v2,tier_changed,tier_direction,old_teacher_agree,new_teacher_agree,raw_teacher_consensus,norm_teacher_consensus,raw_independent_answer,norm_independent_answer,indep_source,indep_vs_teacher,gold_conflict_flag,gold_best_answer_norm,gold_best_answer_raw,gold_source,n_ans_slots,wolfram_answer,wolfram_confidence,search_answer,search_gold,question_preview
233,free_multi,T3,T3,False,unchanged,1,1,,,"1.96, -1.96, -5.18, B","1.96,-1.96,-5.18,B",wolfram_HIGH,,False,"1.96,-1.96,-5.18,B","1.96, -1.96, -5.18, B",wolfram_HIGH,4,"1.96, -1.96, -5.18, B",HIGH,,False,It is necessary for an automobile producer to estimate the number of miles per g
234,free_single,T3,T1,True,promoted,1,3,29x^7 + 6x^5,29x^7+6x^5,29x^7+6x^5,29x^7+6x^5,search_GOLD,agree,False,29x^7+6x^5,29x^7+6x^5,search_GOLD,1,,,29x^7+6x^5,True,Use a vertical format to add the polynomials. $\begin{alignedat}{2} 16x^{7}&{}-{
235,MCQ,T2,T2,False,unchanged,3,3,B,B,,,,,False,B,B,teacher_3of3,0,,,,False,"A card deck consists of $32$ cards. On each card, a different subset of $$$S = \"
236,free_multi,T2,T2,False,unchanged,3,3,"6e,-6","6e,-6",,,,,False,"6e,-6","6e,-6",teacher_3of3,2,,,,False,Is the function $ T(s)=\left(6 s^{-3} \right) \left(e s^{-3} \right)$ a power fu
237,free_single,T2,T2,False,unchanged,3,3,50\%,50,,,,,False,50,50\%,teacher_3of3,1,,,,False,"A company’s stock value (per share) dropped by ${\$2.80}$, and its current value"
238,free_multi,T3,T2,True,promoted,2,3,"-61,\,61,\,62","-61,61,62",,,,,False,"-61,61,62","-61,\,61,\,62",teacher_3of3,3,,,,False,The partial fraction decomposition of $ \frac{x^2+61}{x^3+x^2}$ can be written i
239,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,A sample of 12 measurements has a mean of 35 and a standard deviation of 3.75. S
240,free_multi,T2,T2,False,unchanged,3,3,"12,4.9,3.3","12,4.9,3.3",,,,,False,"12,4.9,3.3","12,4.9,3.3",teacher_3of3,3,,,,False,The table below gives the height $h=f(t)$ in feet of a weight on a spring where 
241,MCQ,T2,T2,False,unchanged,3,3,B,B,,,,,False,B,B,teacher_3of3,0,,,,False,"Denote $$$S(n,k)=\log_{k}\frac{2}{1}+\log_{k}\frac{3}{2}+...+\log_{k}\frac{n-1}{"
242,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,6,,,,False,"Below is a sample of share prices (in dollars) for a particular stock, selected "
243,free_multi,T3,T2,True,promoted,2,3,"0.8925, 0.2150","0.8925,0.2150",,,,,False,"0.8925,0.2150","0.8925, 0.2150",teacher_3of3,2,,,,False,(a) Find the P-value for the test statistic $z=1.24$ for the following null and 
244,MCQ,T2,T2,False,unchanged,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,"$p$ , $q$ , and $r$ are three non-zero integers such that $p + q + r = 26$ and $"
245,free_single,T2,T2,False,unchanged,3,3,980,980,,,,,False,980,980,teacher_3of3,1,,,,False,"Lily loves sports. Every week, she practices $70$ minutes of basketball, $75$ mi"
246,free_multi,T1,T2,True,demoted,3,3,"25,23,17,23,19","25,23,17,23,19",,,,,False,"25,23,17,23,19","25,23,17,23,19",teacher_3of3,5,,,,False,125 $\div$ 5=[ANS] 138 $\div$ 6=[ANS] 119 $\div$ 7=[ANS] 184 $\div$ 8=[ANS] 152 
247,free_multi,T3,T2,True,promoted,1,2,"\frac{2409}{65},\frac{2474}{1+\frac{2409}{65}e^{-0.53t}},2473.84","\frac{2409}{65},\frac{2474}{1+\frac{2409}{65}e^{-0.53t}},2473.84","\frac{2409}{65}, \frac{2474}{1+\frac{2409}{65}e^{-0.53t}}, 2473.84","\frac{2409}{65},\frac{2474}{1+\frac{2409}{65}e^{-0.53t}},2473.84",wolfram_HIGH,agree,False,"\frac{2409}{65},\frac{2474}{1+\frac{2409}{65}e^{-0.53t}},2473.84","\frac{2409}{65}, \frac{2474}{1+\frac{2409}{65}e^{-0.53t}}, 2473.84",wolfram_HIGH,3,"\frac{2409}{65}, \frac{2474}{1+\frac{2409}{65}e^{-0.53t}}, 2473.84",HIGH,,False,"The town of Sickville, with a population of 2474 is exposed to the Blue Moon Vir"
248,free_single,T3,T3,False,unchanged,2,2,180,180,,,,,False,180,180,teacher_2of3,0,,,,False,"Let $\alpha$ be a real number satisfying $0 < \alpha < 180$. For Leo's birthday,"
249,MCQ,T2,T2,False,unchanged,3,3,G,G,,,,,False,G,G,teacher_3of3,0,,,,False,"Using the series expansion for the function $(1+x)^m$, calculate approximately $"
250,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,"Let $S$ be the set of all strings of length $15$ formed from five $1$s, $2$s, an"
251,free_single,T2,T2,False,unchanged,3,3,172.7\%,172.7,,,,,False,172.7,172.7\%,teacher_3of3,1,,,,False,The percentage change from 3.3 inches to 9 inches (to 1 decimal place) is [ANS]
252,free_single,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,1,,,,False,What are the three conditions required for 0ne-way ANOVA? [ANS] A. normal popula
253,MCQ,T3,T3,False,unchanged,2,2,E,E,,,,,False,E,E,teacher_2of3,0,,,,False,"Let the quadratic form \( f(x_1,x_2,x_3) = ax_2^2 -4x_1x_2+2bx_1x_3+ 4x_2x_3 \) "
254,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,Let $C$ be a smooth projective curve over $\mathbb{C}$ and $\omega_{C}^{\otimes2
255,MCQ,T3,T3,False,unchanged,2,2,E,E,,,,,False,E,E,teacher_2of3,0,,,,False,We now define an algorithm: The definition of a(n) is: Number of tilings of a 4 
256,free_multi,T2,T2,False,unchanged,3,3,"-30,30","-30,30",,,,,False,"-30,30","-30,30",teacher_3of3,2,,,,False,The basic idea of manipulating algebraic expressions is that they obey the same 
257,free_multi,T2,T1,True,promoted,2,3,"2.52, 3.00, A","2.52,3.00,A","2.52, 3.00, A","2.52,3.00,A",wolfram_HIGH,agree,False,"2.52,3.00,A","2.52, 3.00, A",wolfram_HIGH,3,"2.52, 3.00, A",HIGH,,False,"a) For 30 randomly selected Rolling Stones concerts, the mean gross earnings is "
258,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,Find $\frac{ d y }{d x}$ if $y = \frac{ 5 \cdot x^2 - 3 \cdot x }{ \left( 3 \cdo
259,free_single,T3,T3,False,unchanged,2,2,B,B,,,,,False,B,B,teacher_2of3,1,,,,False,A proficiency examination was given to 100 students. The breakdown of the exam r
260,free_multi,T1,T2,True,demoted,3,3,"-22,8","-22,8",,,,,False,"-22,8","-22,8",teacher_3of3,2,,,,False,Perform the given addition and subtraction: ${{-12-6+\left(-4\right)}=}$ [ANS] $
261,free_single,T2,T2,False,unchanged,3,3,4,4,,,,,False,4,4,teacher_3of3,1,,,,False,The number of integers between $\sqrt{3}$ and $\sqrt{32}$ is [ANS].
262,free_multi,T4,T3,True,promoted,1,2,"850-50t,1480-140t,7","850-50t,1480-140t,7",,,,,False,"850-50t,1480-140t,7","850-50t,1480-140t,7",teacher_2of3,3,,,,False,"The cost of a Frigbox refrigerator is \$850, and depreciates \$50 each year. The"
263,MCQ,T3,T3,False,unchanged,2,2,H,H,-63/16,INVALID,search_GOLD,review,False,H,H,teacher_2of3,0,,,-63/16,True,Evaluate $\tan\left(\arcsin\left(\frac{ 3 }{ 5 }\right)+\arccos\left(\frac{ 5 }{
264,free_single,T3,T3,False,unchanged,1,2,256\pi t^2,256\pit^2,256*pi*t^2,256*pi*t^2,search_GOLD,review,False,256*pi*t^2,256*pi*t^2,search_GOLD,1,,,256*pi*t^2,True,A spherical weather balloon is being inflated. The radius of the balloon is incr
265,free_multi,T1,T2,True,demoted,3,3,"A,D","A,D",,,,,False,"A,D","A,D",teacher_3of3,2,,,,False,Which measure of central location is meaningful when the data are nominal? [ANS]
266,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,We now define an algorithm: The definition of a(n) is the number of partitions o
267,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,Let the probability density function of the random variable $\mathrm{Y}$ be $f (
268,free_multi,T1,T2,True,demoted,3,3,"4450,14","4450,14",,,,,False,"4450,14","4450,14",teacher_3of3,2,,,,False,The tuition cost for part-time students taking $C$ credits at Stonewall College 
269,free_multi,T3,T3,False,unchanged,2,2,"1.79,0.32,B","1.79,0.32,B",,,,,False,"1.79,0.32,B","1.79,0.32,B",teacher_2of3,3,,,,False,"A paired difference experiment produced the following results: n_D=48, \ \overli"
270,free_single,T3,T3,False,unchanged,2,2,1.26,1.26,,,,,False,1.26,1.26,teacher_2of3,1,,,,False,"A $35 ft$ ladder leans up agains the side of a house, with the base of the ladde"
271,free_single,T3,T3,False,unchanged,2,2,"-4,0,4","-4,0,4",,,,,False,"-4,0,4","-4,0,4",teacher_2of3,1,,,,False,Solve the equation for $a$: 4 a^6=64 a^4 $a=$ [ANS] Help: Separate multiple answ
272,MCQ,T2,T2,False,unchanged,3,3,B,B,,,,,False,B,B,teacher_3of3,0,,,,False,"If $\tan(\theta) = \sqrt{x^2 - 1}$, find $\sec(\theta) + \tan(\theta)$."
273,free_multi,T4,T2,True,promoted,1,3,"-\cos^2(x),\,1,\,2\cos^2(x)","-\cos^2(x),1,2\cos^2(x)",,,,,False,"-\cos^2(x),1,2\cos^2(x)","-\cos^2(x),\,1,\,2\cos^2(x)",teacher_3of3,3,,,,False,Write each expression in terms of sines and/or cosines and then simplify. $\frac
274,MCQ,T3,T3,False,unchanged,2,2,G,G,,,,,False,G,G,teacher_2of3,0,,,,False,We now define an algorithm: The definition of a(n) is the number of permutations
275,free_single,T4,T3,True,promoted,1,2,2025 \cdot 10^{2024},2025\cdot10^{2024},,,,,False,2025\cdot10^{2024},2025 \cdot 10^{2024},teacher_2of3,0,,,,False,Bugs Bunny wants to choose a number $k$ such that every collection of $k$ consec
276,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,Find the $x$-and $y$-intercepts of $f(x)=7 \log_{7}\left(8x-4\right)+21$. Write 
277,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,1,,,,False,"The average salary of a government worker is $\$44{,}232.00$ per year. Given tha"
278,free_single,T2,T2,False,unchanged,3,3,38,38,,,,,False,38,38,teacher_3of3,1,,,,False,"The graph of the function $y=\log_a x$ goes through $(38,-1)$. Then $a=1/$ [ANS]"
279,MCQ,T2,T2,False,unchanged,3,3,J,J,,,,,False,J,J,teacher_3of3,0,,,,False,Find the Taylor series of $f'(x)$ about $a=0$ if $f(x) = \frac{ x - \ln(1 + x) }
280,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"If f (x) is differentiable and f $(0) \ =1$, for any simple closed curve L, $$ \"
281,free_multi,T4,T3,True,promoted,1,2,"-0.4618, 0.8870, -0.5206, -2.1655","-0.4618,0.8870,-0.5206,-2.1655",,,,,False,"-0.4618,0.8870,-0.5206,-2.1655","-0.4618, 0.8870, -0.5206, -2.1655",teacher_2of3,4,,,,False,"Suppose: $\sin(x)=0.4618$ $\cos(x)=0.8870$ $\tan(x)=0.5206$ Then, $\sin(-x)=$ [A"
282,free_single,T3,T2,True,promoted,1,2,e^2,e^2,e^2,e^2,search_GOLD,agree,False,e^2,e^2,search_GOLD,1,,,e^2,True,Solve for $\small{x}$ without using a calculating utility. Enter your answer as 
283,free_single,T2,T2,False,unchanged,3,3,114,114,,,,,False,114,114,teacher_3of3,1,,,,False,Target heart rate for moderate exercise is $50\%$ to $70\%$ of maximum heart rat
284,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,Find the area of the region bounded by $|x - |y|| + |y - |x|| + |y| = 9$ in the 
285,free_single,T3,T3,False,unchanged,2,2,147,147,,,,,False,147,147,teacher_2of3,0,,,,False,"Let $N$ denote the numbers of ordered triples of positive integers $(a, b, c)$ s"
286,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"Given a positive integer $x$, define the function $p_x(o) = \prod_{{k=1}}^x \cos"
287,free_multi,T3,T2,True,promoted,2,3,"212, 136","212,136",,,,,False,"212,136","212, 136",teacher_3of3,2,,,,False,A random sample of elementary school children in New York state is to be selecte
288,free_multi,T4,T3,True,promoted,1,2,"96(0.9)^n,27.1,44","96(0.9)^n,27.1,44",,,,,False,"96(0.9)^n,27.1,44","96(0.9)^n,27.1,44",teacher_2of3,3,,,,False,"A rubber ball is dropped onto a hard surface from a height of 8 feet, and it bou"
289,free_multi,T1,T2,True,demoted,3,3,"4,9","4,9",,,,,False,"4,9","4,9",teacher_3of3,2,,,,False,A rectangle’s length is $4$ yards less than $5$ times of its width. If the recta
290,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,\( \int_{1}^{{e}^{2}}\frac{dx}{x\sqrt{1-\ln x}} \) = ( )
291,free_single,T2,T2,False,unchanged,3,3,2304,2304,,,,,False,2304,2304,teacher_3of3,1,,,,False,An object falling from rest in a vacuum falls approximately $16$ feet the first 
292,free_single,T2,T2,False,unchanged,3,3,-2-\sqrt{3},-2-\sqrt{3},,,,,False,-2-\sqrt{3},-2-\sqrt{3},teacher_3of3,1,,,,False,Use a sum or difference identity to find the exact value of each expression: Not
293,free_single,T4,T3,True,promoted,1,2,P(t) = 2025t - 4300,P(t)=2025t-4300,,,,,False,P(t)=2025t-4300,P(t) = 2025t - 4300,teacher_2of3,1,,,,False,"The business opened with a debt of \$4300. After 4 years, it accumulated profit "
294,free_multi,T3,T3,False,unchanged,2,2,"43.2,7.2,6","43.2,7.2,6",,,,,False,"43.2,7.2,6","43.2,7.2,6",teacher_2of3,3,,,,False,Estimate the quotient by considering close values (say within one tenth) so that
295,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,Compute the volume of the solid formed by rotating about the x-axis the area bou
296,free_multi,T2,T2,False,unchanged,3,3,"45,180,270","45,180,270",,,,,False,"45,180,270","45,180,270",teacher_3of3,3,,,,False,A factory is to be built on a lot measuring 270 ft by 360 ft. A local building c
297,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,4,,,,False,A machine that produces ball bearings is set so that the average diameter is 0.5
298,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,"Set $A$ , $B$ is two events, and $P \ (A) = 0. 6, P (B) = 0. 7$. Request: (1) Un"
299,free_multi,T3,T2,True,promoted,2,3,"18805.7, no","18805.7,no",,,,,False,"18805.7,no","18805.7, no",teacher_3of3,2,,,,False,A random sample of 20 U.S. weddings yielded the following data on wedding costs 
300,free_single,T2,T2,False,unchanged,3,3,6500,6500,,,,,False,6500,6500,teacher_3of3,1,,,,False,The freshman class at a major university contains $5655$ students. This was a $1
301,free_multi,T3,T2,True,promoted,2,3,"0.878, 57.2","0.878,57.2",,,,,False,"0.878,57.2","0.878, 57.2",teacher_3of3,2,,,,False,Suppose the probability $\pi(x)$ of reaching a target (such as getting a ball be
302,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"$p$ , $q$ , and $r$ are positive real numbers such that $$$p^2 + pq + q^2 = 211$"
303,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,Evaluate$$\lceil\sqrt{5}\rceil + \lceil\sqrt{6}\rceil + \lceil\sqrt{7}\rceil + \
304,MCQ,T2,T2,False,unchanged,3,3,G,G,,,,,False,G,G,teacher_3of3,0,,,,False,Calculate the following curve integral using the residue theorem $ointlimits_{|z
305,MCQ,T2,T2,False,unchanged,3,3,B,B,,,,,False,B,B,teacher_3of3,0,,,,False,We now define an algorithm: The definition of a(n) is: Let n be a positive integ
306,MCQ,T3,T3,False,unchanged,2,2,H,H,1,INVALID,search_GOLD,review,False,H,H,teacher_2of3,0,,,1,True,$$\lim_{x\rightarrow 0}\left ( \frac{1+tan x}{1+sinx} \right )^{cosecx}=$$
307,free_single,T3,T2,True,promoted,2,3,4/3,\frac{4}{3},,,,,False,\frac{4}{3},4/3,teacher_3of3,1,,,,False,Add the following and express your answer as a single fraction. No decimals or m
308,free_single,T3,T3,False,unchanged,2,2,12,12,,,,,False,12,12,teacher_2of3,0,,,,False,"Let $\triangle A B C$ be an acute triangle with circumcircle $\omega_{1}$, and l"
309,free_single,T2,T2,False,unchanged,3,3,83000,83000,,,,,False,83000,83000,teacher_3of3,1,,,,False,"Do the following problem. Round numbers to the thousands place first, and then d"
310,free_multi,T3,T3,False,unchanged,2,2,"4k+6,5k-11,5y+4","4k+6,5k-11,5y+4",,,,,False,"4k+6,5k-11,5y+4","4k+6,5k-11,5y+4",teacher_2of3,3,,,,False,(a) Put the expression $5x k+4 k+6-11x$ into the form $b+m x$. [ANS] $+\Big($ [A
311,free_single,T4,T3,True,promoted,1,2,1585,1585,,,,,False,1585,1585,teacher_2of3,1,,,,False,The 1906 San Francisco earthquake had a magnitude of 8.3 on the Richter scale. A
312,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,Let $n$ be a positive integer. Ana and Banana play a game. Banana thinks of a fu
313,free_single,T2,T2,False,unchanged,3,3,-\frac{2\sqrt{14}}{15},-\frac{2\sqrt{14}}{15},,,,,False,-\frac{2\sqrt{14}}{15},-\frac{2\sqrt{14}}{15},teacher_3of3,1,,,,False,"If the point $P(\frac{13}{15},y)$ is on the unit circle in quadrant IV, then $y="
314,free_multi,T1,T2,True,demoted,3,3,"7,-8,-4","7,-8,-4",,,,,False,"7,-8,-4","7,-8,-4",teacher_3of3,3,,,,False,Evaluate the following. ${\frac{-28}{-4}=}$ [ANS] ${\frac{40}{-5}=}$ [ANS] ${\fr
315,free_multi,T1,T2,True,demoted,3,3,"B,B,A","B,B,A",,,,,False,"B,B,A","B,B,A",teacher_3of3,3,,,,False,(a) A sample of households in a community is selected at random from the telepho
316,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,A point $D$ is on side $BC$ of triangle $ABC$ such that $BD=20$ and $DC=14$ . A 
317,MCQ,T2,T2,False,unchanged,2,2,D,D,D,D,wolfram_HIGH,agree,False,D,D,teacher_2of3,0,D,HIGH,,False,"Let $S \subset\mathbb{P}^{3}$ be a smooth algebraic surface of degree $d$ , and "
318,free_multi,T4,T2,True,promoted,1,3,"8, \arctan\!(\frac{8}{\sqrt{161}})","8,\arctan(\frac{8}{\sqrt{161}})",,,,,False,"8,\arctan(\frac{8}{\sqrt{161}})","8, \arctan\!(\frac{8}{\sqrt{161}})",teacher_3of3,2,,,,False,A circle $C$ has center at the origin and radius $8$. Another circle $K$ has a d
319,free_multi,T2,T2,False,unchanged,3,3,"False,True,True,False","False,True,True,False",,,,,False,"False,True,True,False","False,True,True,False",teacher_3of3,4,,,,False,"Select True or False, depending on whether the corresponding statement is true o"
320,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,"Let $t$ be the time in weeks. At time $t=0$, organic waste is dumped into a pond"
321,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"What's the value of a > 0, such that the tangent line to the graph of f(x) = (x^"
322,free_multi,T3,T2,True,promoted,2,3,"40  ft, 25  ft, 1000  ft^2","40ft,25ft,1000ft^2",,,,,False,"40ft,25ft,1000ft^2","40  ft, 25  ft, 1000  ft^2",teacher_3of3,3,,,,False,You plan to build four identical rectangular sheep pens in a row. Each adjacent 
323,free_multi,T2,T2,False,unchanged,3,3,"[10,12),[-8,-6),[10,18),[-16,-6)","[10,12),[-8,-6),[10,18),[-16,-6)",,,,,False,"[10,12),[-8,-6),[10,18),[-16,-6)","[10,12),[-8,-6),[10,18),[-16,-6)",teacher_3of3,4,,,,False,Let $f(x)=\lfloor x/2 \rfloor$. We learned that the floor and the ceiling functi
324,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,We now define an algorithm: The definition of a(n) is the number of ways to fact
325,free_multi,T4,T3,True,promoted,1,2,"[0, 280],[0, 14]","[0,280],[0,14]",,,,,False,"[0,280],[0,14]","[0, 280],[0, 14]",teacher_2of3,2,,,,False,Assume a car uses gas at a constant rate. After driving $20$ miles since a full 
326,free_multi,T1,T2,True,demoted,3,3,"0.67,0.36,0.06","0.67,0.36,0.06",,,,,False,"0.67,0.36,0.06","0.67,0.36,0.06",teacher_3of3,3,,,,False,Write each as a decimal $\frac{67}{100}=$ [ANS] $\frac{36}{100}=$ [ANS] $\frac{6
327,free_single,T1,T1,False,unchanged,3,3,7.6,7.6,7.6,7.6,search_GOLD,agree,False,7.6,7.6,search_GOLD,1,,,7.6,True,It’s given that $1 \text{ton}=2000 \text{lb}$ and $1 \text{lb}=16 \text{oz}$.Do 
328,free_multi,T3,T3,False,unchanged,2,2,"B,D,A,C","B,D,A,C",,,,,False,"B,D,A,C","B,D,A,C",teacher_2of3,4,,,,False,Every day I take the same taxi over the same route from home to the train statio
329,MCQ,T2,T2,False,unchanged,3,3,J,J,,,,,False,J,J,teacher_3of3,0,,,,False,"The 30 edges of a regular icosahedron are distinguished by labeling them $1,2,\d"
330,free_multi,T4,T3,True,promoted,1,2,"27, 2613.92","27,2613.92",,,,,False,"27,2613.92","27, 2613.92",teacher_2of3,2,,,,False,"A market analyst finds that if a company produces and sells $x$ mixers annually,"
331,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"Let $a, b, c$ be positive reals such that $abc + a + b = c$ and $$ \frac{19}{\sq"
332,free_multi,T1,T2,True,demoted,3,3,"778,624","778,624",,,,,False,"778,624","778,624",teacher_3of3,2,,,,False,Convert the following integers from binary notation to decimal notation: (a) $11
333,free_multi,T1,T2,True,demoted,3,3,"54,62","54,62",,,,,False,"54,62","54,62",teacher_3of3,2,,,,False,For the next few problems you need to understand what it means to evaluate a fun
334,MCQ,T2,T2,False,unchanged,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,A rod of length L with linear mass density $\lambda = kx$ is placed along x-axis
335,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,Find $\left(\left(f(a)\right)^{-1}\right)'$ for the function $f(x) = x + \sqrt{x
336,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,The integer 8871870642308873326043363 is the $1 3^{t h}$ power of an integer $n$
337,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,Suppose the rank of $\left( \begin{matrix} {{{a}}} \\ {{{3}}} \\ {{{1}}} \\ \end
338,free_multi,T3,T3,False,unchanged,2,2,"y-axis,origin","y-axis,origin",,,,,False,"y-axis,origin","y-axis,origin",teacher_2of3,2,,,,False,Determine the symmetries (if any) of the graphs of the given relations. (a) $7 y
339,MCQ,T3,T3,False,unchanged,2,2,G,G,,,,,False,G,G,teacher_2of3,0,,,,False,"The power series expansion of $f ( \, z \, )={\frac{4 z^{2} \!+\! 3 0 z \!+\! 6 "
340,free_single,T4,T2,True,promoted,1,3,"A, C, E, F, H","A,C,E,F,H",,,,,False,"A,C,E,F,H","A, C, E, F, H",teacher_3of3,1,,,,False,"For simple linear regression, with data $x_i,y_i$, $i=1,\ldots,n$, and model $Y_"
341,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,If you rationalize the numerator of \frac{\sqrt[3]{x^2}-5 \sqrt[3]{x}+25}{\sqrt{
342,free_multi,T3,T2,True,promoted,2,3,"negative, positive, negative, positive, positive","negative,positive,negative,positive,positive",,,,,False,"negative,positive,negative,positive,positive","negative, positive, negative, positive, positive",teacher_3of3,5,,,,False,determine whether the following quantities are positive or negative. [ANS] 1. $(
343,free_multi,T1,T2,True,demoted,3,3,"D,A,C,B,E","D,A,C,B,E",,,,,False,"D,A,C,B,E","D,A,C,B,E",teacher_3of3,5,,,,False,Match the verbal descriptions with the given polynomials. You need to use all po
344,free_single,T2,T2,False,unchanged,3,3,-5,-5,,,,,False,-5,-5,teacher_3of3,1,,,,False,The additive inverse of $5$ is [ANS]
345,free_multi,T2,T1,True,promoted,2,3,"-\frac{5}{6},\frac{5}{6}","-\frac{5}{6},\frac{5}{6}","-5/6, 5/6","-5/6,5/6",search_GOLD,agree,False,"-5/6,5/6","-5/6, 5/6",search_GOLD,2,,,"-5/6, 5/6",True,Find all real zeros of the equation $|12x|=10$. Its real zeros are $x_1=$ [ANS] 
346,free_multi,T1,T2,True,demoted,3,3,"0.7,0.07,0.007","0.7,0.07,0.007",,,,,False,"0.7,0.07,0.007","0.7,0.07,0.007",teacher_3of3,3,,,,False,Write the following as decimal numbers. $7 \div 10$=[ANS] $7 \div 100$=[ANS] $7 
347,MCQ,T3,T3,False,unchanged,2,2,B,B,,,,,False,B,B,teacher_2of3,0,,,,False,A $9 \times 9$ table is tiled by $26$ $(1 \times 3)$ tiles such that only $3$ sq
348,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,"Find the integral: $$ \int \frac{ \arcsin(4 \cdot x) }{ \sqrt{4 \cdot x+1} } \, "
349,free_single,T2,T2,False,unchanged,3,3,-\frac{2}{15},-\frac{2}{15},,,,,False,-\frac{2}{15},-\frac{2}{15},teacher_3of3,1,,,,False,"Subtract one fraction from the other: ${\frac{14}{45}-\frac{4}{9}}$ When needed,"
350,free_multi,T2,T2,False,unchanged,3,3,"11100,11001,1100111,1101110,101001101,101010100","11100,11001,1100111,1101110,101001101,101010100",,,,,False,"11100,11001,1100111,1101110,101001101,101010100","11100,11001,1100111,1101110,101001101,101010100",teacher_3of3,6,,,,False,The decimal number 28 written in binary is [ANS] The decimal number 25 written i
351,MCQ,T2,T2,False,unchanged,3,3,A,A,,,,,False,A,A,teacher_3of3,0,,,,False,The path of a satellite is given by the parametric equations x = 4 cos(t) + cos(
352,free_single,T2,T2,False,unchanged,3,3,68,68,,,,,False,68,68,teacher_3of3,1,,,,False,Find the distance betweem $333$ and $401$. [ANS] [NOTE: Your answer can be an al
353,free_multi,T3,T2,True,promoted,1,2,"8, C, 5  and  7, D","8,C,5and7,D","8, C, 5 and 7, D","8,C,5and7,D",wolfram_HIGH,agree,False,"8,C,5and7,D","8, C, 5 and 7, D",wolfram_HIGH,4,"8, C, 5 and 7, D",HIGH,t=8,True,"Chicago's average monthly rainfall, $R=f(t)$ inches, is given as a function of t"
354,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,5,,,,False,"For each of the following, select the most appropriate unit of measurement: The "
355,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,The inflection point of the function curve (f(x) = { { 4(x + 1)} over { { x^2}}}
356,MCQ,T2,T2,False,unchanged,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,Expand the function $f(z) = \frac{1}{z^2 + 1}$ into series at $z = -1$ and $z = 
357,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,The half-life of Palladium-100 is 4 days. After 24 days a sample of Palladium-10
358,MCQ,T2,T2,False,unchanged,3,3,B,B,,,,,False,B,B,teacher_3of3,0,,,,False,"The value of $(4!)! $ is $$$620, 448, abc, 733, 239, 439, 360, 000$$$ where $a$ "
