item_id,qtype,tier,gold_source,gold_best_answer,teacher_agree_3t,teacher_consensus,wolfram_answer,wolfram_confidence,search_answer,search_gold,indep_source,indep_vs_teacher,gold_conflict_flag,n_ans_slots,question_preview
142,free_single,T3,teacher_2of3,"7, 8, 9, 10, 11",2,"7, 8, 9, 10, 11",,,,False,,,False,1,List the elements of the set \lbrace x | x \mbox{is a natural number between 6 a
143,free_single,T3,teacher_2of3,"(0,-8),(0,6),(3,3\sqrt3)",2,"(0,-8),(0,6),(3,3\sqrt3)",,,,False,,,False,6,"Convert from polar to rectangular coordinates: $\mathbf{(a)}\quad(8,\frac{3\pi}{"
144,MCQ,T4,none,,1,,,,,False,,,False,0,Compute $\sqrt[3]{130}$ with an estimate error of $0.0001$ using series expansio
145,free_single,T4,none,,1,,,,,False,,,False,3,Suppose that $M$ is the function that computes how many miles are in $x$ feet. F
146,MCQ,T1,teacher_3of3,F,3,F,,,F,True,search_GOLD,agree,False,0,Find the integral: $$ \int \frac{ 4 \cdot x^2+25 \cdot x+7 }{ \sqrt{x^2+8 \cdot 
147,MCQ,T1,teacher_3of3,I,3,I,,,I,True,search_GOLD,agree,False,0,Compute the volume of the solid formed by rotating about the x-axis the area bou
148,MCQ,T1,teacher_3of3,A,3,A,,,A,True,search_GOLD,agree,False,0,The composite Poisson process is defined as $$\left|Y_{i}=\sum_{n=1}^{x_{i}}\xi_
149,free_single,T3,teacher_2of3,6.85,2,6.85,,,,False,,,False,1,An airplane is flying at the height of ${10.8\ {\rm km}}$. The airplane can see 
150,MCQ,T1,teacher_3of3,A,3,A,,,A,True,search_GOLD,agree,False,0,The cubic best square approximation polynomial of $f(x)=\mathrm{e}^{x}$ on $\lef
151,free_single,T3,teacher_2of3,36,2,36,,,,False,,,False,1,Evaluate the expression: ${48\div(8)6=}$ [ANS]
152,MCQ,T3,teacher_2of3,J,2,J,,,,False,,,False,0,Find the remainder when $$\sum_{a=0}^8 \sum_{b=0}^8 \sum_{c=0}^8 \sum_{d=0}^8 \m
153,MCQ,T2,teacher_3of3,B,3,B,,,,False,,,False,0,Transform the following quadratic form into its standard form using the method o
154,free_single,T3,teacher_2of3,\18.75,2,\18.75,,,,False,,,False,1,John's room is shaped like a box. It has a flat ceiling that is a rectangle that
155,free_single,T2,search_GOLD,12.17,2,12.17,,,12.17,True,search_GOLD,agree,False,1,A guy wire needs to be installed to support a pole. The end of the wire on the p
156,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,What are the eigenroots of the following matrices? $$ \left( \begin{matrix} {{{1
157,free_single,T4,none,,1,,,,,False,,,False,2,A weight on a vertical spring is given an initial downward velocity of 5 cm/sec 
158,free_single,T1,search_GOLD,A,3,"A,C",,,A,True,search_GOLD,agree,False,2,A tabular summary of a set of data showing the fraction of the total number item
159,free_single,T2,search_GOLD,"0.07, 0.007, 0.0007",2,"0.07,0.007,0.0007",,,"0.07, 0.007, 0.0007",True,search_GOLD,agree,False,3,Change the following percentages into decimals: ${7\%=}$ [ANS] ${0.7\%=}$ [ANS] 
160,free_single,T4,none,,1,,,,,False,,,False,2,Fill in the missing blank and determine the appropriate property illustrated: $1
161,free_single,T4,none,,1,,,,,False,,,False,0,Let \( A \) be a set of 2025 positive real numbers. For a subset \( T \subseteq 
162,MCQ,T2,teacher_3of3,B,3,B,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is: Triangle with subscripts 
163,free_single,T2,search_GOLD,"A=9, B=-5, C=4",3,"9,-5,4",,,"A=9, B=-5, C=4",True,search_GOLD,review,False,3,Factor the polynomial $(x-5)(x+4)^2-(x-5)^2(x+4)$. Your answer can be written as
164,MCQ,T3,teacher_2of3,G,2,G,,,,False,,,False,0,Function $f(x)$ is a polynomial defined by the equation $$\begin{align*} f(x) & 
165,MCQ,T3,teacher_2of3,I,2,I,,,,False,,,False,0,Let $\mathrm{F}$ be the set $$ A = {\frac{0.6}{u_{1}}} + {\frac{0.8}{u_{2}}} + {
166,free_single,T4,none,,1,,,,,False,,,False,1,"The area covered by a marsh, $A$, starts at $175$ acres and drops by a factor of"
167,free_single,T2,wolfram_HIGH,"Negative, Negative, Positive, Negative",2,"Negative,Negative,Positive,Negative","Negative, Negative, Positive, Negative",HIGH,,False,wolfram_HIGH,agree,False,4,Determine whether each of the following expressions is Positive or Negative. $\s
168,free_single,T3,teacher_2of3,"A,C,B,B",2,"A,C,B,B",,,,False,,,False,4,"A choral conductor has 1301 singers in her choir, some of them are professional "
169,free_single,T2,teacher_3of3,400\%,3,400\%,,,,False,,,False,1,The population of cats in a shelter increased from $16$ to $80$. What is the per
170,MCQ,T4,none,,1,,,,,False,,,False,0,Let $X=( S^{1} \times S^{1} ) \setminus\{p \}$ be a once-punctured torus. How ma
171,free_single,T1,search_GOLD,20,3,20,,,20,True,search_GOLD,agree,False,1,"Sketch the region given by the set $\lbrace (x,y) | 3\le x\le 7, 2\le y\le 7 \rb"
172,free_single,T1,search_GOLD,1320/3721,3,\frac{1320}{3721},,,1320/3721,True,search_GOLD,agree,False,1,Find the exact value. $\small{\sin} \left(\small{2 \cos^{-1}} \large{\left(\frac
173,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,"Let $S = \{5^ k | k \in Z, 0 \le k \le 2004\}$ . Given that $5^{2004} = 5443 ..."
174,free_single,T2,search_GOLD,"7, 7/8",2,"7,\frac{7}{8}",,,"7, 7/8",True,search_GOLD,agree,False,2,Consider the function $H$ defined by $H(x)={\sqrt{x}}$. Evaluate the following: 
175,MCQ,T2,teacher_3of3,I,3,I,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is the least common multiple 
176,free_single,T3,teacher_2of3,\frac{p-6k-m}{8},2,\frac{p-6k-m}{8},,,,False,,,False,1,Solve the following equation for $w$: 8 w+6 k+m=p. $w=$ [ANS]
177,MCQ,T3,teacher_2of3,H,2,H,,,,False,,,False,0,"Let the domain of the function f (x) be $( 0, \ +x )$ and satisfy $2 f \left( x "
178,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,"Let the 3rd order matrix \( A = (\alpha_1, \alpha_2, \alpha_3), B = (\alpha_2 - "
179,free_single,T2,search_GOLD,"29 r3, 21 r1, 21 r4",3,"29,3,21,1,21,4,19,4,23,3",,,"29 r3, 21 r1, 21 r4",True,search_GOLD,review,False,10,When you divide 177 by 6 the quotient is [ANS] and the remainder is [ANS] When y
180,free_single,T4,none,,1,,,,,False,,,False,1,Use the distributive property to simplify the expression completely. ${{\textsty
181,MCQ,T2,teacher_2of3,A,2,A,A,HIGH,,False,wolfram_HIGH,agree,False,0,There are four types of products with the following indicators: $$ \begin{array}
182,MCQ,T3,teacher_2of3,E,2,E,,,"P(A)=0.5177,P(B)=0.4914",True,search_GOLD,review,False,0,A gambler believes that the chance of rolling at least one 6 in four throws of a
183,MCQ,T1,teacher_3of3,D,3,D,,,D,True,search_GOLD,agree,False,0,"Solve the integral: $$ \int \frac{ 1 }{ \sin(x)^5 } \, dx $$"
184,MCQ,T4,none,,1,,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is: Multiplication table {0..
185,free_single,T1,search_GOLD,"T,F,T,F,T",3,"T,F,T,F,T",,,"T,F,T,F,T",True,search_GOLD,agree,False,5,Determine which of the following statements are true and which are false. Enter 
186,MCQ,T2,teacher_3of3,D,3,D,,,3 m/s,True,search_GOLD,review,False,0,A particle is moving in a straight line whose acceleration as a function of velo
187,free_single,T4,none,,1,,,,,False,,,False,9,This question involves logistic regression analysis of the Pima data set in R on
188,free_single,T2,teacher_3of3,"60,60,60",3,"60,60,60",,,,False,,,False,3,Your school basketball team posted the following (sorted) scores in 16 recent ga
189,free_single,T2,teacher_3of3,850a+1200r=35000,3,850a+1200r=35000,,,,False,,,False,1,"The coffee variety Arabica yields about 850 kg of coffee beans per hectare, whil"
190,free_single,T2,teacher_3of3,-\frac{21}{8},3,-\frac{21}{8},,,,False,,,False,1,"Multiply the integer with the fraction: ${-15\cdot \frac{7}{40}}$ If needed, use"
191,free_single,T1,search_GOLD,"D, A, C, B, E",3,"D,A,C,B,E",,,"D, A, C, B, E",True,search_GOLD,agree,False,5,Match the statements defined below with the letters labeling particular numbers.
192,free_single,T3,wolfram_HIGH,"1.06, (1.88, infty), 0.1449, A",1,,"1.06, (1.88, infty), 0.1449, A",HIGH,,False,wolfram_HIGH,,False,4,Past experience indicates that the monthly long-distance telephone bill is norma
193,MCQ,T4,none,,1,,,,,False,,,False,0,A particle move along x-axis and displacement varies with time $t$ as $x=(t^3-3t
194,free_single,T4,none,,1,,,,,False,,,False,6,The town of Smallsville was founded in 1900. Its population $y$ (in hundreds) is
195,free_single,T4,none,,1,,,,,False,,,False,1,Random samples of female and male UVA undergraduates are asked to estimate the n
196,free_single,T3,teacher_2of3,"14.7447,10.3244,35",2,"14.7447,10.3244,35",,,,False,,,False,3,Suppose that triangle ABC is a right triangle with a right angle at $C$ and hypo
197,free_single,T1,search_GOLD,"3, 4",3,"3,4",,,"3, 4",True,search_GOLD,agree,False,2,"Suppose $C(x)=8x^{2}-56x+115$, $x \ge 0$ represents the cost, in hundreds of dol"
198,free_single,T4,none,,1,,,,,False,,,False,0,"Determine all triplets of positive integers $(p,m,n)$ such that $p$ is a prime, "
199,free_single,T4,none,,1,,,,,False,,,False,0,"Let $ABCDE$ be a convex pentagon with $AB=14$, $BC=7$, $CD=24$, $DE=13$, $EA=26$"
200,MCQ,T2,teacher_3of3,I,3,I,,,463,True,search_GOLD,review,False,0,Point $P$ is located inside $\triangle{ABC}$ so that $\angle{PAB}=\angle{PBC}=\a
201,free_single,T3,teacher_2of3,(5t+8)(5t+8),2,(5t+8)(5t+8),,,,False,,,False,1,Write the expression $25 t^2+80 t+64$ in factored form $k (at+b)(ct+d)$. $25 t^2
202,free_single,T2,teacher_3of3,\frac{54}{35},3,\frac{54}{35},,,,False,,,False,1,"Multiply these two fractions: ${\frac{12}{7} \cdot \frac{9}{10}}$ If needed, use"
203,MCQ,T2,teacher_3of3,I,3,I,,,,False,,,False,0,Let $m = 101^4 + 256$ . Find the sum of digits of $m$ .
204,MCQ,T4,none,,1,,,,,False,,,False,0,Consider the function $a(o)$ defined for all positive integers $o$. This functio
205,free_single,T4,none,,1,,,,,False,,,False,2,Express each of the following as a fraction in simplest form. a) 0.75=[ANS] b) 0
206,free_single,T2,teacher_3of3,4,3,4,,,,False,,,False,1,Multiply by using the FOIL method. Simplify and combine like radicals if necessa
207,free_single,T1,search_GOLD,14/5,3,\frac{14}{5},,,14/5,True,search_GOLD,agree,False,1,"Find the value of $k$ so that the line containing the points $(-3,k)$ and $(1,-2"
208,free_single,T3,teacher_2of3,"\frac{81}{5},\frac{720}{49\pi}",2,"\frac{81}{5},\frac{720}{49\pi}",,,,False,,,False,2,The radius of the circle with a central angle of 5 radians that intercepts an ar
209,MCQ,T2,teacher_3of3,B,3,B,,,,False,,,False,0,"In prokaryotes, translation of mRNA messages into proteins is most often initiat"
210,free_single,T4,none,,1,,,,,False,,,False,2,a) Find $\tan\left(\sin^{-1}(\frac {4}{7})+\cos^{-1}(\frac {4}{8})\right)$=[ANS]
211,MCQ,T3,teacher_2of3,I,2,I,,,,False,,,False,0,"Consider the sequence defined by $q_0=1$, $q_1=2$, and $q_d=4q_{d-1}-q_{d-2}$ fo"
212,MCQ,T1,teacher_3of3,J,3,J,,,J,True,search_GOLD,agree,False,0,Assuming the different arrival times of a given renewal counting process follow 
213,free_single,T2,teacher_3of3,\frac{2}{9},3,\frac{2}{9},,,,False,,,False,1,A trail’s total length is ${{\textstyle\frac{43}{72}}}$ of a mile. It has two le
214,free_single,T2,teacher_3of3,"11,F,10,T",3,"11,F,10,T",,,,False,,,False,4,Here you are asked first the highest divisor to check. Answer that with a number
215,free_single,T2,teacher_3of3,752,3,752,,,,False,,,False,1,Find the size of each sample needed to estimate the difference between the propo
216,free_single,T2,teacher_3of3,60,3,60,,,,False,,,False,1,Solve the equation $ \frac{T}{6}=10$. $T=$ [ANS]
217,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,Suppose $b > 1$ is a real number where $\log_5 (\log_5 b + \log_b 125) = 2$ . Fi
218,free_single,T3,wolfram_HIGH,\arcsin\!(\frac{7}{10}),1,,\arcsin\!(\frac{7}{10}),HIGH,,False,wolfram_HIGH,,False,1,"If possible, find a solution to $ \sin(\theta)=\frac{7}{10}$. If no solution exi"
219,free_single,T2,teacher_3of3,27,3,27,,,,False,,,False,1,"Two cyclists, 108 miles apart, start riding toward each other at the same time. "
220,MCQ,T2,teacher_3of3,A,3,A,,,,False,,,False,0,Let $d_1 = a^2 + 2^a + a \cdot 2^{(a+1)/2}$ and $d_2 = a^2 + 2^a - a \cdot 2^{(a
221,free_single,T2,teacher_3of3,2750,3,2750,,,,False,,,False,1,A survey consisting of $5500$ students on campus says that $50 \%$ prefer the co
222,MCQ,T4,none,,1,,,,,False,,,False,0,"There are 2010 boxes labeled $B_1, B_2, \dots, B_{2010}$, and $2010n$ balls have"
223,MCQ,T1,teacher_3of3,A,3,A,,,A,True,search_GOLD,agree,False,0,We now define an algorithm: The definition of a(n) is the elliptic divisibility 
224,free_single,T2,teacher_3of3,2643,3,2643,,,,False,,,False,1,An train station has determined that the relationship between the number of pass
225,free_single,T4,none,,1,,,,,False,,,False,4,Consider the data set below. $\begin{array}{ccccccc}\hline x & 8 & 6 & 4 & 6 & 4
226,free_single,T2,teacher_3of3,8,3,8,,,,False,,,False,1,Find $x$ if \frac{(5)^x (5)^{1}}{(5)^{3}}=(5)^{6} $x=$ [ANS]
227,free_single,T2,teacher_3of3,"A,C",3,"A,C",,,,False,,,False,2,"The number of degrees of freedom associated with the t test, when the data are g"
228,free_single,T2,search_GOLD,v^7,2,v^7,,,v^7,True,search_GOLD,agree,False,1,The expression \sqrt[11]{v^{77}} equals [ANS]
229,free_single,T4,none,,1,,,,,False,,,False,0,Fix an integer $n \geq 3$. Determine the smallest positive integer $k$ satisfyin
230,free_single,T4,none,,1,,,,,False,,,False,1,Solve the equation $16=50 (1.6)^{x}$ for $x$ using logs. $x=$ [ANS]
231,free_single,T3,search_GOLD,y=147/31+(16/31)x,1,,,,y=147/31+(16/31)x,True,search_GOLD,,False,1,Calculate the least-squares regression line for the following set of data points
232,free_single,T3,teacher_2of3,"40,37,3",2,"40,37,3",,,,False,,,False,3,Estimate the difference by rounding each of the given values to the nearest inte
233,free_single,T3,wolfram_HIGH,"1.96, -1.96, -5.18, B",1,,"1.96, -1.96, -5.18, B",HIGH,,False,wolfram_HIGH,,False,4,It is necessary for an automobile producer to estimate the number of miles per g
234,free_single,T3,search_GOLD,29x^7+6x^5,1,,,,29x^7+6x^5,True,search_GOLD,,False,1,Use a vertical format to add the polynomials. $\begin{alignedat}{2} 16x^{7}&{}-{
235,MCQ,T2,teacher_3of3,B,3,B,,,,False,,,False,0,"A card deck consists of $32$ cards. On each card, a different subset of $$$S = \"
236,free_single,T2,search_GOLD,"k=6e, p=-6",3,"6e,-6",,,"k=6e, p=-6",True,search_GOLD,review,False,2,Is the function $ T(s)=\left(6 s^{-3} \right) \left(e s^{-3} \right)$ a power fu
237,free_single,T2,teacher_3of3,50\%,3,50\%,,,,False,,,False,1,"A company’s stock value (per share) dropped by ${\$2.80}$, and its current value"
238,free_single,T3,search_GOLD,"f(x)=-61, g(x)=61, h(x)=62",2,"-61,61,62",,,"f(x)=-61, g(x)=61, h(x)=62",True,search_GOLD,review,False,3,The partial fraction decomposition of $ \frac{x^2+61}{x^3+x^2}$ can be written i
239,free_single,T4,none,,1,,,,,False,,,False,2,A sample of 12 measurements has a mean of 35 and a standard deviation of 3.75. S
240,free_single,T2,teacher_3of3,"12,4.9,3.3",3,"12,4.9,3.3",,,,False,,,False,3,The table below gives the height $h=f(t)$ in feet of a weight on a spring where 
241,MCQ,T2,teacher_3of3,B,3,B,,,533,True,search_GOLD,review,False,0,"Denote $$$S(n,k)=\log_{k}\frac{2}{1}+\log_{k}\frac{3}{2}+...+\log_{k}\frac{n-1}{"
242,free_single,T4,none,,1,,,,,False,,,False,6,"Below is a sample of share prices (in dollars) for a particular stock, selected "
243,free_single,T3,teacher_2of3,"0.8925,0.2150",2,"0.8925,0.2150",,,,False,,,False,2,(a) Find the P-value for the test statistic $z=1.24$ for the following null and 
244,MCQ,T2,teacher_3of3,F,3,F,,,,False,,,False,0,"$p$ , $q$ , and $r$ are three non-zero integers such that $p + q + r = 26$ and $"
245,free_single,T2,teacher_3of3,980,3,980,,,,False,,,False,1,"Lily loves sports. Every week, she practices $70$ minutes of basketball, $75$ mi"
246,free_single,T1,search_GOLD,"25, 23, 17, 23, 19",3,"25,23,17,23,19",,,"25, 23, 17, 23, 19",True,search_GOLD,agree,False,5,125 $\div$ 5=[ANS] 138 $\div$ 6=[ANS] 119 $\div$ 7=[ANS] 184 $\div$ 8=[ANS] 152 
247,free_single,T3,wolfram_HIGH,"\frac{2409}{65}, \frac{2474}{1+\frac{2409}{65}e^{-0.53t}}, 2473.84",1,,"\frac{2409}{65}, \frac{2474}{1+\frac{2409}{65}e^{-0.53t}}, 2473.84",HIGH,,False,wolfram_HIGH,,False,3,"The town of Sickville, with a population of 2474 is exposed to the Blue Moon Vir"
248,free_single,T3,teacher_2of3,180,2,180,,,,False,,,False,0,"Let $\alpha$ be a real number satisfying $0 < \alpha < 180$. For Leo's birthday,"
249,MCQ,T2,teacher_3of3,G,3,G,,,G (1.968),True,search_GOLD,review,False,0,"Using the series expansion for the function $(1+x)^m$, calculate approximately $"
250,free_single,T4,none,,1,,,,,False,,,False,0,"Let $S$ be the set of all strings of length $15$ formed from five $1$s, $2$s, an"
251,free_single,T2,teacher_3of3,172.7\%,3,172.7\%,,,,False,,,False,1,The percentage change from 3.3 inches to 9 inches (to 1 decimal place) is [ANS]
252,free_single,T2,teacher_3of3,C,3,C,,,,False,,,False,1,What are the three conditions required for 0ne-way ANOVA? [ANS] A. normal popula
253,MCQ,T3,teacher_2of3,E,2,E,,,-y1^2-y2^2+5y3^2,True,search_GOLD,review,False,0,"Let the quadratic form \( f(x_1,x_2,x_3) = ax_2^2 -4x_1x_2+2bx_1x_3+ 4x_2x_3 \) "
254,MCQ,T2,teacher_3of3,H,3,H,,,H (4g-3),True,search_GOLD,review,False,0,Let $C$ be a smooth projective curve over $\mathbb{C}$ and $\omega_{C}^{\otimes2
255,MCQ,T3,teacher_2of3,E,2,E,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is: Number of tilings of a 4 
256,free_single,T2,search_GOLD,"A=-30, B=30",3,"-30,30",,,"A=-30, B=30",True,search_GOLD,review,False,2,The basic idea of manipulating algebraic expressions is that they obey the same 
257,free_single,T2,wolfram_HIGH,"2.52, 3.00, A",2,"2.52,3.00,A","2.52, 3.00, A",HIGH,,False,wolfram_HIGH,agree,False,3,"a) For 30 randomly selected Rolling Stones concerts, the mean gross earnings is "
258,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,Find $\frac{ d y }{d x}$ if $y = \frac{ 5 \cdot x^2 - 3 \cdot x }{ \left( 3 \cdo
259,free_single,T3,teacher_2of3,B,2,B,,,,False,,,False,1,A proficiency examination was given to 100 students. The breakdown of the exam r
260,free_single,T1,search_GOLD,"-22, 8",3,"-22,8",,,"-22, 8",True,search_GOLD,agree,False,2,Perform the given addition and subtraction: ${{-12-6+\left(-4\right)}=}$ [ANS] $
261,free_single,T2,teacher_3of3,4,3,4,,,,False,,,False,1,The number of integers between $\sqrt{3}$ and $\sqrt{32}$ is [ANS].
262,free_single,T4,none,,1,,,,,False,,,False,3,"The cost of a Frigbox refrigerator is \$850, and depreciates \$50 each year. The"
263,MCQ,T3,teacher_2of3,H,2,H,,,-63/16,True,search_GOLD,review,False,0,Evaluate $\tan\left(\arcsin\left(\frac{ 3 }{ 5 }\right)+\arccos\left(\frac{ 5 }{
264,free_single,T3,search_GOLD,256*pi*t^2,1,,,,256*pi*t^2,True,search_GOLD,,False,1,A spherical weather balloon is being inflated. The radius of the balloon is incr
265,free_single,T1,search_GOLD,A,3,"A,D",,,A,True,search_GOLD,agree,False,2,Which measure of central location is meaningful when the data are nominal? [ANS]
266,MCQ,T4,none,,1,,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is the number of partitions o
267,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,Let the probability density function of the random variable $\mathrm{Y}$ be $f (
268,free_single,T1,search_GOLD,4450,3,"4450,14",,,4450,True,search_GOLD,agree,False,2,The tuition cost for part-time students taking $C$ credits at Stonewall College 
269,free_single,T3,teacher_2of3,"1.79,0.32,B",2,"1.79,0.32,B",,,,False,,,False,3,"A paired difference experiment produced the following results: n_D=48, \ \overli"
270,free_single,T3,teacher_2of3,1.26,2,1.26,,,,False,,,False,1,"A $35 ft$ ladder leans up agains the side of a house, with the base of the ladde"
271,free_single,T3,teacher_2of3,"-4,0,4",2,"-4,0,4",,,,False,,,False,1,Solve the equation for $a$: 4 a^6=64 a^4 $a=$ [ANS] Help: Separate multiple answ
272,MCQ,T2,teacher_3of3,B,3,B,,,,False,,,False,0,"If $\tan(\theta) = \sqrt{x^2 - 1}$, find $\sec(\theta) + \tan(\theta)$."
273,free_single,T4,none,,1,,,,,False,,,False,3,Write each expression in terms of sines and/or cosines and then simplify. $\frac
274,MCQ,T3,teacher_2of3,G,2,G,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is the number of permutations
275,free_single,T4,none,,1,,,,,False,,,False,0,Bugs Bunny wants to choose a number $k$ such that every collection of $k$ consec
276,free_single,T4,none,,1,,,,,False,,,False,2,Find the $x$-and $y$-intercepts of $f(x)=7 \log_{7}\left(8x-4\right)+21$. Write 
277,free_single,T4,none,,1,,,,,False,,,False,1,"The average salary of a government worker is $\$44{,}232.00$ per year. Given tha"
278,free_single,T2,teacher_3of3,38,3,38,,,,False,,,False,1,"The graph of the function $y=\log_a x$ goes through $(38,-1)$. Then $a=1/$ [ANS]"
279,MCQ,T2,teacher_3of3,J,3,J,,,,False,,,False,0,Find the Taylor series of $f'(x)$ about $a=0$ if $f(x) = \frac{ x - \ln(1 + x) }
280,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,"If f (x) is differentiable and f $(0) \ =1$, for any simple closed curve L, $$ \"
281,free_single,T4,none,,1,,,,,False,,,False,4,"Suppose: $\sin(x)=0.4618$ $\cos(x)=0.8870$ $\tan(x)=0.5206$ Then, $\sin(-x)=$ [A"
282,free_single,T3,search_GOLD,e^2,1,,,,e^2,True,search_GOLD,,False,1,Solve for $\small{x}$ without using a calculating utility. Enter your answer as 
283,free_single,T2,teacher_3of3,114,3,114,,,,False,,,False,1,Target heart rate for moderate exercise is $50\%$ to $70\%$ of maximum heart rat
284,MCQ,T4,none,,1,,,,,False,,,False,0,Find the area of the region bounded by $|x - |y|| + |y - |x|| + |y| = 9$ in the 
285,free_single,T3,teacher_2of3,147,2,147,,,,False,,,False,0,"Let $N$ denote the numbers of ordered triples of positive integers $(a, b, c)$ s"
286,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,"Given a positive integer $x$, define the function $p_x(o) = \prod_{{k=1}}^x \cos"
287,free_single,T3,teacher_2of3,"212,136",2,"212,136",,,,False,,,False,2,A random sample of elementary school children in New York state is to be selecte
288,free_single,T4,none,,1,,,,,False,,,False,3,"A rubber ball is dropped onto a hard surface from a height of 8 feet, and it bou"
289,free_single,T1,search_GOLD,"4, 9",3,"4,9",,,"4, 9",True,search_GOLD,agree,False,2,A rectangle’s length is $4$ yards less than $5$ times of its width. If the recta
290,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,\( \int_{1}^{{e}^{2}}\frac{dx}{x\sqrt{1-\ln x}} \) = ( )
291,free_single,T2,teacher_3of3,2304,3,2304,,,,False,,,False,1,An object falling from rest in a vacuum falls approximately $16$ feet the first 
292,free_single,T2,teacher_3of3,-2-\sqrt{3},3,-2-\sqrt{3},,,,False,,,False,1,Use a sum or difference identity to find the exact value of each expression: Not
293,free_single,T4,none,,1,,,,,False,,,False,1,"The business opened with a debt of \$4300. After 4 years, it accumulated profit "
294,free_single,T3,teacher_2of3,"43.2,7.2,6",2,"43.2,7.2,6",,,,False,,,False,3,Estimate the quotient by considering close values (say within one tenth) so that
295,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,Compute the volume of the solid formed by rotating about the x-axis the area bou
296,free_single,T2,search_GOLD,"w=45, A=180, B=270",3,"45,180,270",,,"w=45, A=180, B=270",True,search_GOLD,review,False,3,A factory is to be built on a lot measuring 270 ft by 360 ft. A local building c
297,free_single,T4,none,,1,,,,,False,,,False,4,A machine that produces ball bearings is set so that the average diameter is 0.5
298,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,"Set $A$ , $B$ is two events, and $P \ (A) = 0. 6, P (B) = 0. 7$. Request: (1) Un"
299,free_single,T3,teacher_2of3,"18805.7,no",2,"18805.7,no",,,,False,,,False,2,A random sample of 20 U.S. weddings yielded the following data on wedding costs 
300,free_single,T2,teacher_3of3,6500,3,6500,,,,False,,,False,1,The freshman class at a major university contains $5655$ students. This was a $1
301,free_single,T3,teacher_2of3,"0.878,57.2",2,"0.878,57.2",,,,False,,,False,2,Suppose the probability $\pi(x)$ of reaching a target (such as getting a ball be
302,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,"$p$ , $q$ , and $r$ are positive real numbers such that $$$p^2 + pq + q^2 = 211$"
303,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,Evaluate$$\lceil\sqrt{5}\rceil + \lceil\sqrt{6}\rceil + \lceil\sqrt{7}\rceil + \
304,MCQ,T2,teacher_3of3,G,3,G,,,,False,,,False,0,Calculate the following curve integral using the residue theorem $ointlimits_{|z
305,MCQ,T2,teacher_3of3,B,3,B,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is: Let n be a positive integ
306,MCQ,T3,teacher_2of3,H,2,H,,,1,True,search_GOLD,review,False,0,$$\lim_{x\rightarrow 0}\left ( \frac{1+tan x}{1+sinx} \right )^{cosecx}=$$
307,free_single,T3,teacher_2of3,4/3,2,4/3,,,,False,,,False,1,Add the following and express your answer as a single fraction. No decimals or m
308,free_single,T3,teacher_2of3,12,2,12,,,,False,,,False,0,"Let $\triangle A B C$ be an acute triangle with circumcircle $\omega_{1}$, and l"
309,free_single,T2,teacher_3of3,83000,3,83000,,,,False,,,False,1,"Do the following problem. Round numbers to the thousands place first, and then d"
310,free_single,T3,teacher_2of3,"4k+6,5k-11,5y+4",2,"4k+6,5k-11,5y+4",,,,False,,,False,3,(a) Put the expression $5x k+4 k+6-11x$ into the form $b+m x$. [ANS] $+\Big($ [A
311,free_single,T4,none,,1,,,,,False,,,False,1,The 1906 San Francisco earthquake had a magnitude of 8.3 on the Richter scale. A
312,free_single,T4,none,,1,,,,,False,,,False,0,Let $n$ be a positive integer. Ana and Banana play a game. Banana thinks of a fu
313,free_single,T2,teacher_3of3,-\frac{2\sqrt{14}}{15},3,-\frac{2\sqrt{14}}{15},,,,False,,,False,1,"If the point $P(\frac{13}{15},y)$ is on the unit circle in quadrant IV, then $y="
314,free_single,T1,search_GOLD,"7, -8, -4",3,"7,-8,-4",,,"7, -8, -4",True,search_GOLD,agree,False,3,Evaluate the following. ${\frac{-28}{-4}=}$ [ANS] ${\frac{40}{-5}=}$ [ANS] ${\fr
315,free_single,T1,search_GOLD,B,3,"B,B,A",,,B,True,search_GOLD,agree,False,3,(a) A sample of households in a community is selected at random from the telepho
316,MCQ,T4,none,,1,,,,,False,,,False,0,A point $D$ is on side $BC$ of triangle $ABC$ such that $BD=20$ and $DC=14$ . A 
