id,subject,type,n_ans_slots,wolfram_status,wolfram_answer,confidence,batch,computable,notes,question_preview
0183,calculus,MCQ,0,UNVERIFIED,,,,YES,,"Solve the integral: $$ \int \frac{ 1 }{ \sin(x)^5 } \, dx $$"
0184,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is: Multiplication table {0..
0185,trigonometry,free_multi,5,UNVERIFIED,,,,YES,,Determine which of the following statements are true and which are false. Enter 
0186,other,MCQ,0,UNVERIFIED,,,,MAYBE,,A particle is moving in a straight line whose acceleration as a function of velo
0187,statistics,free_multi,9,UNVERIFIED,,,,YES,,This question involves logistic regression analysis of the Pima data set in R on
0188,statistics,free_multi,3,DONE,"60, 60, 60",HIGH,B9,YES,mean=median=mode=60; Wolfram confirmed; best=61 is wrong (undercount+arithmetic error),Your school basketball team posted the following (sorted) scores in 16 recent ga
0189,algebra,free_single,1,UNVERIFIED,,,,YES,,"The coffee variety Arabica yields about 850 kg of coffee beans per hectare, whil"
0190,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Multiply the integer with the fraction: ${-15\cdot \frac{7}{40}}$ If needed, use"
0191,other,free_multi,5,UNVERIFIED,,,,MAYBE,,Match the statements defined below with the letters labeling particular numbers.
0192,statistics,free_multi,4,DONE,"1.06, (1.88, infty), 0.1449, A",HIGH,B2,YES,z-test 4-slot; note infty notation,Past experience indicates that the monthly long-distance telephone bill is norma
0193,other,MCQ,0,UNVERIFIED,,,,MAYBE,,A particle move along x-axis and displacement varies with time $t$ as $x=(t^3-3t
0194,algebra,free_multi,6,UNVERIFIED,,,,YES,,The town of Smallsville was founded in 1900. Its population $y$ (in hundreds) is
0195,statistics,free_single,1,UNVERIFIED,,,,YES,,Random samples of female and male UVA undergraduates are asked to estimate the n
0196,geometry,free_multi,3,DONE,"14.7447, 10.3244, 35",HIGH,B9,YES,"right-tri: a=18sin55=14.7447, b=18cos55=10.3244, B=35; best=15 is severe undercount",Suppose that triangle ABC is a right triangle with a right angle at $C$ and hypo
0197,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"Suppose $C(x)=8x^{2}-56x+115$, $x \ge 0$ represents the cost, in hundreds of dol"
0198,number_theory,free_single,0,UNVERIFIED,,,,YES,,"Determine all triplets of positive integers $(p,m,n)$ such that $p$ is a prime, "
0199,number_theory,free_single,0,UNVERIFIED,,,,YES,,"Let $ABCDE$ be a convex pentagon with $AB=14$, $BC=7$, $CD=24$, $DE=13$, $EA=26$"
0200,geometry,MCQ,0,UNVERIFIED,,,,YES,,Point $P$ is located inside $\triangle{ABC}$ so that $\angle{PAB}=\angle{PBC}=\a
0201,algebra,free_single,1,DONE,(5t+8)^2,HIGH,B9,YES,factor 25t^2+80t+64=(5t+8)^2; teacher/best equivalent forms,Write the expression $25 t^2+80 t+64$ in factored form $k (at+b)(ct+d)$. $25 t^2
0202,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Multiply these two fractions: ${\frac{12}{7} \cdot \frac{9}{10}}$ If needed, use"
0203,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Let $m = 101^4 + 256$ . Find the sum of digits of $m$ .
0204,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Consider the function $a(o)$ defined for all positive integers $o$. This functio
0205,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Express each of the following as a fraction in simplest form. a) 0.75=[ANS] b) 0
0206,algebra,free_single,1,UNVERIFIED,,,,YES,,Multiply by using the FOIL method. Simplify and combine like radicals if necessa
0207,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Find the value of $k$ so that the line containing the points $(-3,k)$ and $(1,-2"
0208,trigonometry,free_multi,2,DONE,"16.2, 720/(49*pi)",HIGH,B9,YES,"r1=81/5=16.2, r2=720/(49pi); teacher/best agree (81/5=16.2)",The radius of the circle with a central angle of 5 radians that intercepts an ar
0209,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"In prokaryotes, translation of mRNA messages into proteins is most often initiat"
0210,trigonometry,free_multi,2,UNVERIFIED,,,,YES,,a) Find $\tan\left(\sin^{-1}(\frac {4}{7})+\cos^{-1}(\frac {4}{8})\right)$=[ANS]
0211,number_theory,MCQ,0,UNVERIFIED,,,,YES,,"Consider the sequence defined by $q_0=1$, $q_1=2$, and $q_d=4q_{d-1}-q_{d-2}$ fo"
0212,statistics,MCQ,0,UNVERIFIED,,,,YES,,Assuming the different arrival times of a given renewal counting process follow 
0213,other,free_single,1,UNVERIFIED,,,,MAYBE,,A trail’s total length is ${{\textstyle\frac{43}{72}}}$ of a mile. It has two le
0214,number_theory,free_multi,4,DONE,"11, F, 10, T",HIGH,B10,YES,"primality check: floor(sqrt(121))=11 (F, not prime), floor(sqrt(107))=10 (T, is prime); best slot3=7 is wrong (bound not highest prime)",Here you are asked first the highest divisor to check. Answer that with a number
0215,other,free_single,1,UNVERIFIED,,,,MAYBE,,Find the size of each sample needed to estimate the difference between the propo
0216,algebra,free_single,1,UNVERIFIED,,,,YES,,Solve the equation $ \frac{T}{6}=10$. $T=$ [ANS]
0217,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Suppose $b > 1$ is a real number where $\log_5 (\log_5 b + \log_b 125) = 2$ . Fi
0218,trigonometry,free_single,1,DONE,\arcsin\!(\frac{7}{10}),HIGH,B8,YES,exact form vs decimal,"If possible, find a solution to $ \sin(\theta)=\frac{7}{10}$. If no solution exi"
0219,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Two cyclists, 108 miles apart, start riding toward each other at the same time. "
0220,calculus,MCQ,0,UNVERIFIED,,,,YES,,Let $d_1 = a^2 + 2^a + a \cdot 2^{(a+1)/2}$ and $d_2 = a^2 + 2^a - a \cdot 2^{(a
0221,other,free_single,1,UNVERIFIED,,,,MAYBE,,A survey consisting of $5500$ students on campus says that $50 \%$ prefer the co
0222,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"There are 2010 boxes labeled $B_1, B_2, \dots, B_{2010}$, and $2010n$ balls have"
0223,other,MCQ,0,UNVERIFIED,,,,MAYBE,,We now define an algorithm: The definition of a(n) is the elliptic divisibility 
0224,statistics,free_single,1,UNVERIFIED,,,,YES,,An train station has determined that the relationship between the number of pass
0225,statistics,free_multi,4,UNVERIFIED,,,,YES,,Consider the data set below. $\begin{array}{ccccccc}\hline x & 8 & 6 & 4 & 6 & 4
0226,other,free_single,1,UNVERIFIED,,,,MAYBE,,Find $x$ if \frac{(5)^x (5)^{1}}{(5)^{3}}=(5)^{6} $x=$ [ANS]
0227,statistics,free_multi,2,DONE,"A, C",HIGH,B10,YES,matched pairs df=9=option A; pooled variance=C; best slot1=9 (value not letter A),"The number of degrees of freedom associated with the t test, when the data are g"
0228,other,free_single,1,UNVERIFIED,,,,MAYBE,,The expression \sqrt[11]{v^{77}} equals [ANS]
0229,algebra,free_single,0,UNVERIFIED,,,,YES,,Fix an integer $n \geq 3$. Determine the smallest positive integer $k$ satisfyin
0230,algebra,free_single,1,UNVERIFIED,,,,YES,,Solve the equation $16=50 (1.6)^{x}$ for $x$ using logs. $x=$ [ANS]
0231,statistics,free_single,1,UNVERIFIED,,,,YES,,Calculate the least-squares regression line for the following set of data points
0232,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Estimate the difference by rounding each of the given values to the nearest inte
0233,statistics,free_multi,4,DONE,"1.96, -1.96, -5.18, B",HIGH,B8,YES,hypothesis test 4-slot; Qwen under-counted,It is necessary for an automobile producer to estimate the number of miles per g
0234,algebra,free_single,1,UNVERIFIED,,,,YES,,Use a vertical format to add the polynomials. $\begin{alignedat}{2} 16x^{7}&{}-{
0235,number_theory,MCQ,0,UNVERIFIED,,,,YES,,"A card deck consists of $32$ cards. On each card, a different subset of $$$S = \"
0236,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Is the function $ T(s)=\left(6 s^{-3} \right) \left(e s^{-3} \right)$ a power fu
0237,other,free_single,1,UNVERIFIED,,,,MAYBE,,"A company’s stock value (per share) dropped by ${\$2.80}$, and its current value"
0238,algebra,free_multi,3,UNVERIFIED,,,,YES,,The partial fraction decomposition of $ \frac{x^2+61}{x^3+x^2}$ can be written i
0239,statistics,free_multi,2,UNVERIFIED,,,,YES,,A sample of 12 measurements has a mean of 35 and a standard deviation of 3.75. S
0240,trigonometry,free_multi,3,DONE,"12, 4.9, 3.3",HIGH,B10,YES,"spring oscillation: period=12s, midline=4.9ft, amplitude=3.3ft; teacher/best agree",The table below gives the height $h=f(t)$ in feet of a weight on a spring where 
0241,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Denote $$$S(n,k)=\log_{k}\frac{2}{1}+\log_{k}\frac{3}{2}+...+\log_{k}\frac{n-1}{"
0242,statistics,free_multi,6,UNVERIFIED,,,,YES,,"Below is a sample of share prices (in dollars) for a particular stock, selected "
0243,statistics,free_multi,2,DONE,"0.8925, 0.2150",HIGH,B10,YES,p-val z=1.24: left-tail P=Phi(1.24)=0.8925; two-tail P=2*(1-0.8925)=0.2150; best=1 is catastrophically wrong,(a) Find the P-value for the test statistic $z=1.24$ for the following null and 
0244,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"$p$ , $q$ , and $r$ are three non-zero integers such that $p + q + r = 26$ and $"
0245,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Lily loves sports. Every week, she practices $70$ minutes of basketball, $75$ mi"
0246,other,free_multi,5,UNVERIFIED,,,,MAYBE,,125 $\div$ 5=[ANS] 138 $\div$ 6=[ANS] 119 $\div$ 7=[ANS] 184 $\div$ 8=[ANS] 152 
0247,other,free_multi,3,DONE,"\frac{2409}{65}, \frac{2474}{1+\frac{2409}{65}e^{-0.53t}}, 2473.84",HIGH,B8,MAYBE,logistic 3-slot; Qwen under-counted,"The town of Sickville, with a population of 2474 is exposed to the Blue Moon Vir"
0248,linear_algebra,free_single,0,UNVERIFIED,,,,YES,,"Let $\alpha$ be a real number satisfying $0 < \alpha < 180$. For Leo's birthday,"
0249,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Using the series expansion for the function $(1+x)^m$, calculate approximately $"
0250,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let $S$ be the set of all strings of length $15$ formed from five $1$s, $2$s, an"
0251,other,free_single,1,UNVERIFIED,,,,MAYBE,,The percentage change from 3.3 inches to 9 inches (to 1 decimal place) is [ANS]
0252,statistics,free_single,1,UNVERIFIED,,,,YES,,What are the three conditions required for 0ne-way ANOVA? [ANS] A. normal popula
0253,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,"Let the quadratic form \( f(x_1,x_2,x_3) = ax_2^2 -4x_1x_2+2bx_1x_3+ 4x_2x_3 \) "
0254,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Let $C$ be a smooth projective curve over $\mathbb{C}$ and $\omega_{C}^{\otimes2
0255,geometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B10,YES,"OEIS tiling 4x2n L-tetrominoes for n=15..24; Wolfram cannot compute; teacher=E, best=H",We now define an algorithm: The definition of a(n) is: Number of tilings of a 4 
0256,other,free_multi,2,UNVERIFIED,,,,MAYBE,,The basic idea of manipulating algebraic expressions is that they obey the same 
0257,statistics,free_multi,3,DONE,"2.52, 3.00, A",HIGH,B2,YES,CI + MCQ 3-slot,"a) For 30 randomly selected Rolling Stones concerts, the mean gross earnings is "
0258,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Find $\frac{ d y }{d x}$ if $y = \frac{ 5 \cdot x^2 - 3 \cdot x }{ \left( 3 \cdo
0259,other,free_single,1,UNVERIFIED,,,,MAYBE,,A proficiency examination was given to 100 students. The breakdown of the exam r
0260,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Perform the given addition and subtraction: ${{-12-6+\left(-4\right)}=}$ [ANS] $
0261,other,free_single,1,UNVERIFIED,,,,MAYBE,,The number of integers between $\sqrt{3}$ and $\sqrt{32}$ is [ANS].
0262,algebra,free_multi,3,UNVERIFIED,,,,YES,,"The cost of a Frigbox refrigerator is \$850, and depreciates \$50 each year. The"
0263,trigonometry,MCQ,0,DONE,-63/16,HIGH,B10,YES,"tan(arcsin(3/5)+arccos(5/13))=-63/16=-3.9375; Wolfram confirmed; teacher=H, best=E",Evaluate $\tan\left(\arcsin\left(\frac{ 3 }{ 5 }\right)+\arccos\left(\frac{ 5 }{
0264,geometry,free_single,1,UNVERIFIED,,,,YES,,A spherical weather balloon is being inflated. The radius of the balloon is incr
0265,statistics,free_multi,2,UNVERIFIED,,,,YES,,Which measure of central location is meaningful when the data are nominal? [ANS]
0266,other,MCQ,0,UNVERIFIED,,,,MAYBE,,We now define an algorithm: The definition of a(n) is the number of partitions o
0267,statistics,MCQ,0,UNVERIFIED,,,,YES,,Let the probability density function of the random variable $\mathrm{Y}$ be $f (
0268,other,free_multi,2,UNVERIFIED,,,,MAYBE,,The tuition cost for part-time students taking $C$ credits at Stonewall College 
0269,statistics,free_multi,3,DONE,"1.789, 0.3198, B",HIGH,B10,YES,t_crit df=47 alpha=0.04 = 1.789 (teacher~1.79 correct; best=1.717 wrong); t_stat=3/(65/sqrt(48))=0.3198; conclusion B,"A paired difference experiment produced the following results: n_D=48, \ \overli"
0270,other,free_single,1,UNVERIFIED,,,,MAYBE,,"A $35 ft$ ladder leans up agains the side of a house, with the base of the ladde"
0271,algebra,free_single,1,DONE,"-4, 0, 4",HIGH,B10,YES,"4a^6=64a^4 -> 4a^4(a^2-16)=0 -> a=-4,0,4; best=4 is severe undercount",Solve the equation for $a$: 4 a^6=64 a^4 $a=$ [ANS] Help: Separate multiple answ
0272,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,"If $\tan(\theta) = \sqrt{x^2 - 1}$, find $\sec(\theta) + \tan(\theta)$."
0273,trigonometry,free_multi,3,UNVERIFIED,,,,YES,,Write each expression in terms of sines and/or cosines and then simplify. $\frac
0274,number_theory,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is the number of permutations
0275,other,free_single,0,UNVERIFIED,,,,MAYBE,,Bugs Bunny wants to choose a number $k$ such that every collection of $k$ consec
0276,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Find the $x$-and $y$-intercepts of $f(x)=7 \log_{7}\left(8x-4\right)+21$. Write 
0277,geometry,free_single,1,UNVERIFIED,,,,YES,,"The average salary of a government worker is $\$44{,}232.00$ per year. Given tha"
0278,other,free_single,1,UNVERIFIED,,,,MAYBE,,"The graph of the function $y=\log_a x$ goes through $(38,-1)$. Then $a=1/$ [ANS]"
0279,calculus,MCQ,0,UNVERIFIED,,,,YES,,Find the Taylor series of $f'(x)$ about $a=0$ if $f(x) = \frac{ x - \ln(1 + x) }
0280,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"If f (x) is differentiable and f $(0) \ =1$, for any simple closed curve L, $$ \"
0281,trigonometry,free_multi,4,UNVERIFIED,,,,YES,,"Suppose: $\sin(x)=0.4618$ $\cos(x)=0.8870$ $\tan(x)=0.5206$ Then, $\sin(-x)=$ [A"
0282,algebra,free_single,1,UNVERIFIED,,,,YES,,Solve for $\small{x}$ without using a calculating utility. Enter your answer as 
0283,statistics,free_single,1,UNVERIFIED,,,,YES,,Target heart rate for moderate exercise is $50\%$ to $70\%$ of maximum heart rat
0284,geometry,MCQ,0,UNVERIFIED,,,,YES,,Find the area of the region bounded by $|x - |y|| + |y - |x|| + |y| = 9$ in the 
0285,number_theory,free_single,0,UNVERIFIED,,,,YES,,"Let $N$ denote the numbers of ordered triples of positive integers $(a, b, c)$ s"
0286,calculus,MCQ,0,UNVERIFIED,,,,YES,,"Given a positive integer $x$, define the function $p_x(o) = \prod_{{k=1}}^x \cos"
0287,statistics,free_multi,2,DONE,"212, 136",HIGH,B10,YES,sample size: a) p=0.5 n=212; b) p=0.8 n=136; best=136 is undercount,A random sample of elementary school children in New York state is to be selecte
0288,other,free_multi,3,UNVERIFIED,,,,MAYBE,,"A rubber ball is dropped onto a hard surface from a height of 8 feet, and it bou"
0289,geometry,free_multi,2,UNVERIFIED,,,,YES,,A rectangle’s length is $4$ yards less than $5$ times of its width. If the recta
0290,algebra,MCQ,0,UNVERIFIED,,,,YES,,\( \int_{1}^{{e}^{2}}\frac{dx}{x\sqrt{1-\ln x}} \) = ( )
0291,other,free_single,1,UNVERIFIED,,,,MAYBE,,An object falling from rest in a vacuum falls approximately $16$ feet the first 
0292,trigonometry,free_single,1,UNVERIFIED,,,,YES,,Use a sum or difference identity to find the exact value of each expression: Not
0293,other,free_single,1,UNVERIFIED,,,,MAYBE,,"The business opened with a debt of \$4300. After 4 years, it accumulated profit "
0294,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Estimate the quotient by considering close values (say within one tenth) so that
0295,geometry,MCQ,0,UNVERIFIED,,,,YES,,Compute the volume of the solid formed by rotating about the x-axis the area bou
0296,linear_algebra,free_multi,3,DONE,"45, 180, 270",HIGH,B10,YES,"lawn width=45, factory=180x270; teacher/best agree (values same, teacher has units)",A factory is to be built on a lot measuring 270 ft by 360 ft. A local building c
0297,statistics,free_multi,4,UNVERIFIED,,,,YES,,A machine that produces ball bearings is set so that the average diameter is 0.5
0298,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Set $A$ , $B$ is two events, and $P \ (A) = 0. 6, P (B) = 0. 7$. Request: (1) Un"
0299,statistics,free_multi,2,UNVERIFIED,,,,YES,,A random sample of 20 U.S. weddings yielded the following data on wedding costs 
0300,other,free_single,1,UNVERIFIED,,,,MAYBE,,The freshman class at a major university contains $5655$ students. This was a $1
0301,statistics,free_multi,2,DONE,"0.878, 57.2",HIGH,B10,YES,logistic: pi(43)=0.878; dist at pi=0.6: x=57.2; best slot1=0.877 slightly wrong (3sf: 0.87761->0.878),Suppose the probability $\pi(x)$ of reaching a target (such as getting a ball be
0302,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"$p$ , $q$ , and $r$ are positive real numbers such that $$$p^2 + pq + q^2 = 211$"
0303,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Evaluate$$\lceil\sqrt{5}\rceil + \lceil\sqrt{6}\rceil + \lceil\sqrt{7}\rceil + \
0304,calculus,MCQ,0,UNVERIFIED,,,,YES,,Calculate the following curve integral using the residue theorem $ointlimits_{|z
0305,number_theory,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is: Let n be a positive integ
0306,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,$$\lim_{x\rightarrow 0}\left ( \frac{1+tan x}{1+sinx} \right )^{cosecx}=$$
0307,other,free_single,1,UNVERIFIED,,,,MAYBE,,Add the following and express your answer as a single fraction. No decimals or m
0308,geometry,free_single,0,UNVERIFIED,,,,YES,,"Let $\triangle A B C$ be an acute triangle with circumcircle $\omega_{1}$, and l"
0309,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Do the following problem. Round numbers to the thousands place first, and then d"
0310,other,free_multi,3,UNVERIFIED,,,,MAYBE,,(a) Put the expression $5x k+4 k+6-11x$ into the form $b+m x$. [ANS] $+\Big($ [A
0311,other,free_single,1,UNVERIFIED,,,,MAYBE,,The 1906 San Francisco earthquake had a magnitude of 8.3 on the Richter scale. A
0312,number_theory,free_single,0,UNVERIFIED,,,,YES,,Let $n$ be a positive integer. Ana and Banana play a game. Banana thinks of a fu
0313,trigonometry,free_single,1,DONE,-2*sqrt(14)/15,HIGH,B10,YES,unit circle Q4: y=-sqrt(1-(13/15)^2)=-2sqrt(14)/15; best=-21414 is completely wrong (digit concat error),"If the point $P(\frac{13}{15},y)$ is on the unit circle in quadrant IV, then $y="
0314,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Evaluate the following. ${\frac{-28}{-4}=}$ [ANS] ${\frac{40}{-5}=}$ [ANS] ${\fr
0315,statistics,free_multi,3,UNVERIFIED,,,,YES,,(a) A sample of households in a community is selected at random from the telepho
0316,geometry,MCQ,0,UNVERIFIED,,,,YES,,A point $D$ is on side $BC$ of triangle $ABC$ such that $BD=20$ and $DC=14$ . A 
0317,other,MCQ,0,DONE,D,HIGH,B8,MAYBE,dataset quirk — D and H identical; only D accepted,"Let $S \subset\mathbb{P}^{3}$ be a smooth algebraic surface of degree $d$ , and "
0318,trigonometry,free_multi,2,UNVERIFIED,,,,YES,,A circle $C$ has center at the origin and radius $8$. Another circle $K$ has a d
0319,statistics,free_multi,4,DONE,"False, True, True, False",HIGH,B10,YES,T/F stats statements; teacher/best agree (different notation F/T vs False/True),"Select True or False, depending on whether the corresponding statement is true o"
0320,algebra,free_multi,2,UNVERIFIED,,,,YES,,"Let $t$ be the time in weeks. At time $t=0$, organic waste is dumped into a pond"
0321,calculus,MCQ,0,UNVERIFIED,,,,YES,,"What's the value of a > 0, such that the tangent line to the graph of f(x) = (x^"
0322,linear_algebra,free_multi,3,DONE,"40, 25, 1000",HIGH,B10,YES,"sheep pens optimization: L=40ft, w=25ft, area=1000ft^2; teacher/best agree",You plan to build four identical rectangular sheep pens in a row. Each adjacent 
0323,number_theory,free_multi,4,UNVERIFIED,,,,YES,,Let $f(x)=\lfloor x/2 \rfloor$. We learned that the floor and the ceiling functi
0324,algebra,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is the number of ways to fact
0325,statistics,free_multi,2,UNVERIFIED,,,,YES,,Assume a car uses gas at a constant rate. After driving $20$ miles since a full 
0326,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Write each as a decimal $\frac{67}{100}=$ [ANS] $\frac{36}{100}=$ [ANS] $\frac{6
0327,other,free_single,1,UNVERIFIED,,,,MAYBE,,It’s given that $1 \text{ton}=2000 \text{lb}$ and $1 \text{lb}=16 \text{oz}$.Do 
0328,other,free_multi,4,UNVERIFIED,,,,MAYBE,,Every day I take the same taxi over the same route from home to the train statio
0329,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"The 30 edges of a regular icosahedron are distinguished by labeling them $1,2,\d"
0330,geometry,free_multi,2,UNVERIFIED,,,,YES,,"A market analyst finds that if a company produces and sells $x$ mixers annually,"
0331,number_theory,MCQ,0,UNVERIFIED,,,,YES,,"Let $a, b, c$ be positive reals such that $abc + a + b = c$ and $$ \frac{19}{\sq"
0332,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Convert the following integers from binary notation to decimal notation: (a) $11
0333,other,free_multi,2,UNVERIFIED,,,,MAYBE,,For the next few problems you need to understand what it means to evaluate a fun
0334,other,MCQ,0,UNVERIFIED,,,,MAYBE,,A rod of length L with linear mass density $\lambda = kx$ is placed along x-axis
0335,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Find $\left(\left(f(a)\right)^{-1}\right)'$ for the function $f(x) = x + \sqrt{x
0336,other,MCQ,0,UNVERIFIED,,,,MAYBE,,The integer 8871870642308873326043363 is the $1 3^{t h}$ power of an integer $n$
0337,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,Suppose the rank of $\left( \begin{matrix} {{{a}}} \\ {{{3}}} \\ {{{1}}} \\ \end
0338,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Determine the symmetries (if any) of the graphs of the given relations. (a) $7 y
0339,calculus,MCQ,0,UNVERIFIED,,,,YES,,"The power series expansion of $f ( \, z \, )={\frac{4 z^{2} \!+\! 3 0 z \!+\! 6 "
0340,statistics,free_single,1,UNVERIFIED,,,,YES,,"For simple linear regression, with data $x_i,y_i$, $i=1,\ldots,n$, and model $Y_"
0341,other,free_multi,2,UNVERIFIED,,,,MAYBE,,If you rationalize the numerator of \frac{\sqrt[3]{x^2}-5 \sqrt[3]{x}+25}{\sqrt{
0342,other,free_multi,5,UNVERIFIED,,,,MAYBE,,determine whether the following quantities are positive or negative. [ANS] 1. $(
0343,statistics,free_multi,5,UNVERIFIED,,,,YES,,Match the verbal descriptions with the given polynomials. You need to use all po
0344,other,free_single,1,UNVERIFIED,,,,MAYBE,,The additive inverse of $5$ is [ANS]
0345,algebra,free_multi,2,DONE,"-5/6, 5/6",HIGH,B10,YES,|12x|=10 -> x=pm10/12=pm5/6; teacher/best agree (exact vs decimal),Find all real zeros of the equation $|12x|=10$. Its real zeros are $x_1=$ [ANS] 
0346,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Write the following as decimal numbers. $7 \div 10$=[ANS] $7 \div 100$=[ANS] $7 
0347,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B10,YES,"9x9 tiling with 1x3 tiles, N mod 1000; hard combinatorics, not Wolfram-computable; teacher=B, best=I",A $9 \times 9$ table is tiled by $26$ $(1 \times 3)$ tiles such that only $3$ sq
0348,calculus,MCQ,0,UNVERIFIED,,,,YES,,"Find the integral: $$ \int \frac{ \arcsin(4 \cdot x) }{ \sqrt{4 \cdot x+1} } \, "
0349,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Subtract one fraction from the other: ${\frac{14}{45}-\frac{4}{9}}$ When needed,"
0350,other,free_multi,6,UNVERIFIED,,,,MAYBE,,The decimal number 28 written in binary is [ANS] The decimal number 25 written i
0351,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,The path of a satellite is given by the parametric equations x = 4 cos(t) + cos(
0352,other,free_single,1,UNVERIFIED,,,,MAYBE,,Find the distance betweem $333$ and $401$. [ANS] [NOTE: Your answer can be an al
0353,other,free_multi,4,DONE,"8, C, 5 and 7, D",HIGH,B3,MAYBE,"table lookup; format risk on '5 and 7' vs '5, 7'","Chicago's average monthly rainfall, $R=f(t)$ inches, is given as a function of t"
0354,other,free_multi,5,UNVERIFIED,,,,MAYBE,,"For each of the following, select the most appropriate unit of measurement: The "
0355,calculus,MCQ,0,UNVERIFIED,,,,YES,,The inflection point of the function curve (f(x) = { { 4(x + 1)} over { { x^2}}}
0356,algebra,MCQ,0,UNVERIFIED,,,,YES,,Expand the function $f(z) = \frac{1}{z^2 + 1}$ into series at $z = -1$ and $z = 
0357,other,free_multi,2,UNVERIFIED,,,,MAYBE,,The half-life of Palladium-100 is 4 days. After 24 days a sample of Palladium-10
0358,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"The value of $(4!)! $ is $$$620, 448, abc, 733, 239, 439, 360, 000$$$ where $a$ "
0359,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"If $\operatorname*{lim}_{x\to0}\left(1-kx\right)^{\frac{2}{x}}=2$, what is the n"
0360,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Sum the series \[\sum_{m=1}^\infty \sum_{n=1}^\infty \frac{m^2 n}{3^m(n3^m+m3^n)
0361,other,free_single,1,UNVERIFIED,,,,MAYBE,,Two angles are supplementary if the sum of their measures is $180^{\circ}$. If t
0362,algebra,free_single,1,UNVERIFIED,,,,YES,,Factor the difference of squares: $36x^{2}-25y^{2}=$ [ANS]
0363,other,free_multi,3,UNVERIFIED,,,,MAYBE,,"Suppose $y$, the number of cases of a disease, is reduced by 11\% per year. (a) "
0364,other,free_multi,4,UNVERIFIED,,,,MAYBE,,"Determine whether f is a function from $\mathbb{Z}$ to $\mathbb{R}$. Enter ""Y"" f"
0365,geometry,free_single,1,UNVERIFIED,,,,YES,,Use a graphing calculator to decide which viewing rectangle (A)-(D) produces the
0366,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,"Let the matrix $A=( \alpha_{_1}, \alpha_{_2}, \alpha_{_3}, \alpha_{_4} )$ , wher"
0367,trigonometry,free_multi,3,UNVERIFIED,,,,YES,,Determine each to 1 decimal place: $\sin(\alpha)=0.868632$ implies $\alpha \ $ [
0368,other,free_multi,4,UNVERIFIED,,,,MAYBE,,Let $f(t)$ denote the number of people eating in a restaurant $t$ minutes after 
