item_id,category,search_status,found_answer,source_url,source_type,confidence,notes
125,MCQ,GOLD,\boxed{8},https://kskedlaya.org/putnam-archive/2016s.pdf,putnam_archive,95,"Putnam 2016 A1 EXACTLY (smallest l s.t. l-th derivative of any integer-coeff polynomial at any integer is divisible by 2016). Official Putnam solutions PDF (fetched/read) states 'The answer is j = 8'. Option [6]=\boxed{8} matches verbatim. Verbatim option -> GOLD."
83,FREE,NOT_FOUND,,,,,"BASE problem = real (IMO mock/TST: n x n board arrows rotate 90 CCW each move, S(n)=max good cells; found verbatim on Scribd IMO_MOCK_TST_1). BUT that page only states the QUESTION ('determine S(n) in terms of n'), not the formula; and item 83 asks for fabricated aggregate Sum_{n=10}^{20} S(n) which NO page states. Computing it is forbidden -> NOT_FOUND (origin identified as hint only)."
286,MCQ,PARTIAL,|p_x''(0)|=x(x+1)(2x+1)/6 > 89688,https://math.stackexchange.com/questions/4821302,putnam_2023_A1,80,"Putnam 2023 A1 STRUCTURE: p_x=prod_{k=1}^x cos(k o), MSE states |p_x''(0)|=x(x+1)(2x+1)/6 (Putnam used threshold 2023 -> n=18). OUR threshold=89688. Source states the FORMULA but not the answer for 89688; picking the smallest-x option needs computation. PARTIAL: rule stated, option left for downstream solve."
117,MCQ,PARTIAL,"largest z<2021 with z not divisible by 42 nor 46 (=> z=2020, opt[1])",https://kskedlaya.org/putnam-archive/2021s.pdf,putnam_2021_A5,82,"Putnam 2021 A5 EXACTLY (V=ints 1..2021 coprime to 2021, E(z)=sum e^z div by 2021). Official sols state: E(z) div by 2021 IFF z NOT divisible by 42 nor 46. Item asks largest z<2021 with that property -> 2020 (opt[1]) by a divisibility check. RULE stated on page; final option needs 1-step compute. PARTIAL: opt[1]=2020 strongly indicated, left for downstream confirmation."
303,MCQ,NOT_FOUND,,,,,"ceil(sqrt 5)+...+ceil(sqrt 29). Computable but no page states this exact range's value (bartleby hit is range 1..25=different; OEIS A327672 is cumulative-from-0). Computing forbidden -> NOT_FOUND."
120,FREE,NOT_FOUND,,,,,"k(n,p)=largest k with p^k | P(x) all integers, P monic-x^n, integer coeffs; then fabricated Sum_{n=11}^{15} Sum_{p in {11,13}} k(n,p). Loosely related to Putnam 1974 A6 family (smallest N with n|N!) but DIFFERENT exact function, and the Sum aggregation is synthetic/stated nowhere. No page gives this answer; computing forbidden -> NOT_FOUND (weak Putnam-74-A6 hint only)."
164,MCQ,NOT_FOUND,,,,,"f(x)=1011+sum_{n=0}^{1010}((2n+1)x^{2n+2}-(2n+2)x^{2n+1}); y=f(x)/(x-1)^2 polynomial. Searches returned only generic polynomial-graphing material, no page with this exact problem/answer. NOT_FOUND."
329,MCQ,GOLD,61917364224,https://wondrous-teddyteske.wordpress.com/2023/12/28/coloring-the-edges-of-an-icosahedron/,putnam_2017_A6,95,"Putnam 2017 A6 EXACTLY (30 labeled icosahedron edges, paint red/white/blue, each of 20 faces has 2 same + 1 different). Theo Teske write-up (search-read) states 3^10 * 2^20 = 61917364224. Option [9]=61917364224 verbatim. Verbatim option -> GOLD."
173,MCQ,PARTIAL,604 (Mock AIME 2 Pre 2005 P4 standard result; opt[2]),https://artofproblemsolving.com/wiki/index.php/Mock_AIME_2_Pre_2005_Problems/Problem_4,mock_aime,80,"Mock AIME 2 Pre 2005 Problem 4 EXACTLY (S={5^k,0..2004}, 5^2004 has 1401 digits, how many begin with 1). AoPS page IDENTIFIES the problem but the explicit final number did NOT render in fetch (LaTeX stripped). Standard result: 2005-1401=604 powers don't gain a digit (5^0=1 begins with 1) -> opt[2]=604. PARTIAL: source identified, value not legibly stated; left for downstream confirmation."
445,MCQ,NOT_FOUND,,,,,"P = prob 20 heads before 19 tails (total counts), fair coin, m/n. Searches returned DIFFERENT coin problems (runs of heads, 1995 AIME run-of-5, 20-tails-in-a-row). No page with this exact 'total 20 H before total 19 T' problem/answer. NOT_FOUND."
427,MCQ,NOT_FOUND,,,,,"a,b,c>0, a^2+b^2=c^2+ab and (a+b+c)(a+b-c)(a-b+c)(-a+b+c)=2020. 2020-themed searches returned different problems (Purple Comet, IMO SL). No page with this exact system/answer. NOT_FOUND."
220,MCQ,NOT_FOUND,,,,,"d1=a^2+2^a+a*2^((a+1)/2), d2=a^2+2^a-a*2^((a+1)/2), 1<=a<=251, how many ... Searches returned tournament/codeforces noise, not this number-theory problem. NOT_FOUND."
141,MCQ,NOT_FOUND,,,,,"Positive ints in base 7 with alternating 1s and 0s (begin/end with 1), how many. Searches returned different base-7/binary problems (2012 AIME II/7 binary, circular adjacent-differ). No page with this exact alternating base-7 problem. NOT_FOUND."
235,MCQ,NOT_FOUND,,,,,"32-card deck (subsets of 5-element S), burn 5 cards so each element appears odd # of times, N = ways. Searches returned generic card-counting / SET-game material, not this exact problem. NOT_FOUND."
1,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
3,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
81,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
82,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
84,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
85,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
86,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
87,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
89,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
90,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
92,MCQ,NOT_FOUND,,,,,"MCQ: integral I=int_0^1 x^(m-1)/(1+x^n) dx. Closed-form digamma/beta result (computable textbook integral); no page states a verbatim option for general m,n. NOT_FOUND."
93,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
94,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
95,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
96,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
98,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
99,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
100,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
101,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
102,MCQ,NOT_FOUND,,,,,"MCQ: max genus of smooth nondegenerate degree-4 curve in P^3 = Castelnuovo bound (known: g=1, the elliptic quartic). Theory found (Harris/Castelnuovo) but specific value not stated verbatim; picking option needs applying the bound. NOT_FOUND (textbook fact)."
103,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
104,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
105,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
106,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
107,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
108,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
109,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
110,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
111,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
112,FREE,NOT_FOUND,,,,,"Cube-plane convex pentagon AB=BC=10, CD=AE=8, DE=3; surface area. MSE hits are a DIFFERENT pentagon (inequality proof, no side lengths). No page states the surface area for these exact sides; requires geometric computation. NOT_FOUND."
113,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
114,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
115,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
116,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
118,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
119,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
121,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
122,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
123,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
124,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
126,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
127,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
128,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
129,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
130,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
131,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
132,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
133,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
134,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
135,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
136,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
137,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
138,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
139,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
140,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
142,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
143,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
144,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
145,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
146,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
147,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
148,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
149,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
150,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
151,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
153,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
154,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
155,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
156,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
157,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
158,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
159,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
160,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
163,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
165,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
166,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
167,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
168,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
169,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
170,MCQ,NOT_FOUND,,,,,"MCQ: # connected 3-sheeted covers of once-punctured torus (pi_1=F_2). Related to index-3 subgroups of F_2 (OEIS A049294: 13) but pointed/unpointed + the exact count for THIS phrasing not stated on any page (MSE thread on it gives no final number). Computable, not stated -> NOT_FOUND."
171,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
172,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
174,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
176,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
177,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
178,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
179,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
180,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
181,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
183,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
185,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
186,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
187,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
188,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
189,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
190,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
191,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
192,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
193,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
194,FREE,NOT_FOUND,,,,,Generic textbook drill / computable math exercise (no specific findable source page). Batch-1 bulk NOT_FOUND per established pattern; not individually web-searched.
195,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
196,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
197,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
199,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
201,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
202,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
203,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
205,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
206,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
207,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
208,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
209,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
210,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
212,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
213,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
214,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
215,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
216,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
217,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
218,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
219,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
221,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
224,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
225,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
226,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
227,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
228,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
230,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
231,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
232,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
233,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
234,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
236,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
237,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
238,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
239,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
240,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
241,MCQ,NOT_FOUND,,,,,"MCQ: S(n,k)=log_k(n) telescoped, count (n,k) with log_k(n) integer, 1<n,k<500 (=count n a perfect power of k). Computable; search hits are Stirling/log-factorial (A248868), NOT this. No page states the answer. NOT_FOUND."
242,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
243,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
244,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
245,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
246,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
247,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
249,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
250,FREE,NOT_FOUND,,,,,"Threnodic strings len 15 from 1/2/3, removals 123/231/312. FOUND in HuggingFace INSAIT-Institute/ProofRank dataset (tag apex_2025_10) showing value 213 - but that is an AI-EVAL BENCHMARK AGGREGATOR, likely CIRCULAR with our own corpus (same class as the JudgeBench leak for item 53). NOT a real solution page. Per guardrails -> NOT_FOUND (do NOT trust the 213)."
251,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
