item_id,best_answer,raw_confidence,adjusted_confidence,tier,runner_up,runner_up_conf,n_supporting,n_with_answer,teacher_consensus,teacher_agrees,teacher_agreement
258,C,0.9869,0.99,1,INVALID,0.0125,10,15,C,True,1.0
259,B,0.776,0.826,2,\text{Cannot be determined from the information provided},0.1439,11,15,B,True,0.67
260,"-22, 8",0.8756,0.9256,1,"8, -22",0.071,7,15,"-22,8",True,1.0
261,4,0.9869,0.99,1,5,0.0125,10,15,4,True,1.0
262,"850 - 50t, 1480 - 140t, 7",0.8404,0.7404,3,"F(t)=850-50t, A(t)=1480-140t, 7",0.0607,5,15,"850-50t,\ 1480-140t,\ 7",False,1.0
263,-63/16,0.6631,0.6631,3,E,0.2721,1,15,H,False,0.67
264,256\pi t^2,0.776,0.776,3,256 pi t^2,0.1439,11,15,256 pi t^2,False,0.33
265,"A, D",0.8756,0.9256,1,"D, A",0.071,7,15,"A,D",True,1.0
266,A,0.3441,0.3441,5,D,0.3425,2,15,D,False,0.33
267,C,0.8465,0.8965,2,D,0.1442,9,15,C,True,1.0
268,"4450, 14",0.8756,0.9256,1,"14, 4450",0.071,7,15,"4450,14",True,1.0
269,"1.717, 0.3198, B",0.3494,0.3494,5,"1.710, 0.3198, B",0.2702,2,15,"1.79,0.32,B",False,0.67
270,1.255,0.847,0.847,2,1.25,0.1472,8,15,1.26,False,0.67
271,4,0.5808,0.5808,4,"-4, 0, 4",0.3628,1,15,"-4,0,4",False,0.67
272,B,0.9869,0.99,1,INVALID,0.0125,10,15,B,True,1.0
273,"-\cos^2 x, 1, 2\cos^2 x",0.366,0.366,5,"-\cos^{2}(x), 1, 2\cos^{2}(x)",0.2601,5,15,"-\cos^2(x),\,1,\,2\cos^2(x)",False,0.67
274,C,0.6631,0.6631,3,G,0.2721,1,15,G,False,0.67
275,18225,0.7678,0.7678,3,H,0.1961,2,9,2025 \cdot 10^{2024},False,0.33
276,"0.5004,",0.3794,0.3794,5,"(1373/2744, 0),",0.1549,2,15,"(1373/2744,\ 0),\ none",False,0.67
277,38800.00,0.8293,0.8293,2,"\$31, 594.29",0.1441,8,15,"\38{,}800.00",False,0.33
278,38,0.9869,0.99,1,39,0.0125,10,15,38,True,1.0
279,J,0.9869,0.99,1,INVALID,0.0125,10,15,J,True,1.0
280,H,0.9869,0.99,1,INVALID,0.0125,10,15,H,True,1.0
281,"-0.4618, 0.8870, -0.5206, -2.165",0.2901,0.2901,5,"-0.4618, 0.8870, -0.5206, -2.1655",0.2062,5,15,"-0.4618, 0.8870, -0.5206, -2.1655",False,0.67
282,"e^2, -e^2",0.8569,0.8569,2,-e^2,0.1186,8,15,e^2,False,0.33
283,114,0.9869,0.99,1,115,0.0125,10,15,114,True,1.0
284,J,0.6631,0.6631,3,E,0.2721,1,15,F,False,0.33
285,H,0.7262,0.7262,3,147,0.2028,1,9,147,False,0.67
286,H,0.8465,0.8965,2,G,0.1442,9,15,H,True,1.0
287,"136, 212",0.3573,0.2573,5,136,0.3459,1,15,"212, 136",False,1.0
288,"96 \cdot 0.9^n, 27.11, 43",0.2571,0.2571,5,44,0.2556,1,15,"96(0.9)^n,\ 27.113,\ 44",False,0.33
289,"4, 9",0.8756,0.9256,1,"9, 4",0.071,7,15,"4,9",True,1.0
290,H,0.6919,0.5919,4,C,0.2839,1,12,C,False,1.0
291,2304,0.9869,0.99,1,2305,0.0125,10,15,2304,True,1.0
292,-2 - \sqrt{3},0.9715,0.8715,2,-2-\sqrt{3},0.012,8,15,-2-\sqrt{3},False,1.0
293,INVALID,0.5454,0.5454,4,2025t - 4300,0.4512,1,16,P(t) = 2025t - 4300,False,0.33
294,"49, 7, 7",0.272,0.272,5,"43.2, 7.2, 6",0.2687,1,15,"43.2,7.2,6",False,0.67
295,C,0.9869,0.99,1,INVALID,0.0125,10,15,C,True,1.0
296,"45, 180, 270",0.4469,0.4969,4,"45.00, 180.00, 270.00",0.2192,5,15,"45,180,270",True,1.0
297,"0.2372, (-\infty, -1.881)U(1.881, \infty), 0.8126, C",0.7263,0.7263,3,C,0.1339,3,15,"0.24,(-infty, -1.88)U(1.88, infty),0.8104,C",False,0.33
298,C,0.9869,0.99,1,INVALID,0.0125,10,15,C,True,1.0
299,"18805.7,",0.4826,0.3826,5,"18805.7, \text{no} $",0.2347,2,14,"18805.7, no",False,1.0
300,6500,0.9869,0.99,1,6501,0.0125,10,15,6500,True,1.0
301,"0.877, 57.2",0.5799,0.4799,4,1,0.3242,1,16,"0.878, 57.2",False,1.0
302,H,0.8465,0.8965,2,J,0.1442,9,15,H,True,1.0
303,C,0.9869,0.99,1,INVALID,0.0125,10,15,C,True,1.0
304,G,0.8465,0.8965,2,H,0.1442,9,15,G,True,1.0
305,B,0.9869,0.99,1,INVALID,0.0125,10,15,B,True,1.0
306,1,0.6631,0.6631,3,H,0.2721,1,15,H,False,0.67
307,44,0.994,0.994,1,PLACEHOLDER_0307,0.0045,1,16,4/3,False,0.67
308,E,0.8445,0.8445,2,12,0.073,1,7,12,False,0.67
309,83000,0.9869,0.99,1,83001,0.0125,10,15,83000,True,1.0
310,"10.00, -6.000, NO",0.5141,0.4141,4,"4k+6, 5k-11, NO",0.27,1,13,"4k+6,\ 5k-11,\ 5y+4",False,1.0
311,1585,0.776,0.776,3,10^{3.2} \approx 1585,0.1439,11,15,10^{3.2} = 1585,False,0.33
312,A,0.8445,0.8445,2,20,0.073,1,7,20,False,0.33
313,-21414,0.5167,0.4167,4,-0.4989,0.4275,1,15,-\frac{2\sqrt{14}}{15},False,1.0
314,"7, -8, -4",0.8756,0.9256,1,"-4, -8, 7",0.071,7,15,"7,-8,-4",True,1.0
315,"B, B, A",0.8756,0.9256,1,"A, B, B",0.071,7,15,"B,B,A",True,1.0
316,I,0.4178,0.4678,4,B,0.3378,1,9,I,True,0.33
317,H,0.9926,0.9926,1,PLACEHOLDER_0317,0.0053,10,16,D,False,0.67
318,"8.000, 0.5626",0.338,0.338,5,0.5625,0.2329,2,15,"8, \arctan\!(\frac{8}{\sqrt{161}})",False,0.67
319,"F, T, T, F",0.3793,0.2793,5,INVALID,0.2444,7,15,"False,True,True,False",False,1.0
320,"approaches 1, 3.73",0.3027,0.3027,5,3.73,0.2747,1,15,"The oxygen level returns to normal, 3.73",False,0.33
321,H,0.8465,0.8965,2,1,0.1442,9,15,H,True,1.0
322,"40.00, 25.00, 1000.00",0.5504,0.4504,4,41,0.1228,3,15,"40  ft, 25  ft, 1000  ft^2",False,1.0
323,"[10, 12), [-8, -6), [10, 18), [-16, -6)",0.8756,0.9256,1,"-6), [-16, 18), [10, -6), [-8, 12), [10",0.071,7,15,"[10,12),[-8,-6),[10,18),[-16,-6)",True,1.0
324,H,0.8465,0.8965,2,B,0.1442,9,15,H,True,1.0
325,"280.0, 14.00",0.2367,0.2367,5,"0, 280, 0, 14",0.2296,1,15,"[0, 280],[0, 14]",False,0.67
326,"0.67, 0.36, 0.06",0.8756,0.9256,1,"0.06, 0.36, 0.67",0.071,7,15,"0.67,0.36,0.06",True,1.0
327,8,0.994,0.894,2,PLACEHOLDER_0327,0.0045,1,16,7.6,False,1.0
328,"C, A, D, B",0.3774,0.3774,5,"B, D, A, C",0.3254,1,15,"B,D,A,C",False,0.67
329,D,0.6057,0.5057,4,INVALID,0.1866,4,11,J,False,1.0
330,"26.76, 2614",0.5814,0.5814,4,"26.76, 2613.92",0.102,4,15,"27, 2613.92",False,0.67
331,H,0.9869,0.99,1,INVALID,0.0125,10,15,H,True,1.0
332,"778, 624",0.8756,0.9256,1,"624, 778",0.071,7,15,"778,624",True,1.0
333,"54, 62",0.8756,0.9256,1,"62, 54",0.071,7,15,"54,62",True,1.0
334,F,0.8465,0.8965,2,I,0.1442,9,15,F,True,1.0
335,E,0.9869,0.99,1,INVALID,0.0125,10,15,E,True,1.0
336,D,0.9869,0.99,1,INVALID,0.0125,10,15,D,True,1.0
337,H,0.8465,0.8965,2,J,0.1442,9,15,H,True,1.0
338,"y\text{-axis},",0.382,0.382,5,origin,0.3489,3,14,"y-axis,origin",False,0.67
339,I,0.6631,0.6631,3,G,0.2721,1,15,G,False,0.67
340,"C, E, F",0.7858,0.7858,3,"C, F, E",0.103,5,15,"A, C, E, F, H",False,0.33
341,"126.0, 36.00",0.2476,0.2476,5,"1, 125",0.2401,1,12,"x+125,\ x^{11/6}+5x^{3/2}+5x^{1/3}+25",False,0.33
342,"negative, positive, negative, positive, positive",0.4454,0.4954,4,"\text{Negative}, \text{Positive}, \text{Negative}, \text{Positive},",0.2892,5,15,"negative, positive, negative, positive, positive",True,1.0
343,"D, A, C, B, E",0.8756,0.9256,1,"E, B, C, A, D",0.071,7,15,"D,A,C,B,E",True,1.0
344,-5,0.9869,0.99,1,-4,0.0125,10,15,-5,True,1.0
345,"-0.8333, 0.8333",0.8994,0.8994,2,0.8333,0.0828,4,15,"-\frac{5}{6},\frac{5}{6}",False,0.67
346,1,0.3657,0.2657,5,"0.007000, 0.07000, 0.7000",0.2793,1,16,"0.7,0.07,0.007",False,1.0
347,I,0.5998,0.5998,4,B,0.1894,2,9,B,False,0.67
348,D,0.8465,0.8965,2,C,0.1442,9,15,D,True,1.0
349,-\frac{2}{15},0.9869,0.99,1,-214,0.0125,10,15,-\frac{2}{15},True,1.0
350,"11100, 11001, 1100111, 1101110, 101001101, 101010100",0.8756,0.9256,1,"101010100, 101001101, 1101110, 1100111, 11001, 11100",0.071,7,15,"11100,11001,1100111,1101110,101001101,101010100",True,1.0
351,A,0.8465,0.8965,2,12.287,0.1442,9,15,A,True,1.0
352,68,0.9869,0.99,1,69,0.0125,10,15,68,True,1.0
353,"5, 7",0.6965,0.6965,3,"5.000, 7.000",0.0885,4,15,"8, C, 5  and  7, D",False,0.67
354,"g, g, t, kg, g",0.3424,0.3424,5,"grams, grams, tonnes, kilograms, grams",0.2649,2,15,"mg, g, tonnes, kg, g",False,0.33
355,H,0.8465,0.8965,2,"(-3, -26/9)",0.1442,9,15,H,True,1.0
356,F,0.8465,0.8965,2,J,0.1442,9,15,F,True,1.0
357,"320.0, 0.06570",0.8331,0.8331,2,"320, 0.0656",0.0602,5,15,"320, 0.06569",False,0.33
358,B,0.9869,0.99,1,INVALID,0.0125,10,15,B,True,1.0
359,D,0.9869,0.99,1,INVALID,0.0125,10,15,D,True,1.0
360,D,0.9869,0.99,1,INVALID,0.0125,10,15,D,True,1.0
361,180 - 7x,0.8414,0.7414,3,180-7x,0.1492,8,15,180-7x,False,1.0
362,(6x - 5y)(6x + 5y),0.9715,0.9715,1,(6x-5y)(6x+5y),0.012,8,15,(6x-5y)(6x+5y),False,0.67
363,"10000(0.89)^t, 4970, 19.76",0.3027,0.3027,5,19.76,0.2747,1,15,"10000(0.89)^t,\ 4970,\ 19.7534",False,0.33
364,"Y, N, Y, N",0.8756,0.9256,1,"N, Y, N, Y",0.071,7,15,"Y,N,Y,N",True,1.0
365,C,0.9869,0.99,1,INVALID,0.0125,10,15,C,True,1.0
366,G,0.8465,0.8965,2,I,0.1442,9,15,G,True,1.0
367,"60.3, 46.3, 53.3",0.4648,0.4648,4,"60.3°, 46.3°, 53.3°",0.2334,6,16,"60.3^\circ,46.3^\circ,53.3^\circ",False,0.67
368,"C, D, D, E",0.8756,0.9256,1,"E, D, D, C",0.071,7,15,"C,D,D,E",True,1.0
369,"0.7500, 5.000, 2.000",0.8331,0.8331,2,"\frac{3}{4}, 5, 2",0.0602,5,15,"\frac34,5,2",False,0.67
370,"-5, 10",0.7233,0.7233,3,10,0.1282,5,15,"y=-5,\ 10",False,0.67
371,7.407,0.8293,0.8293,2,7.39,0.1441,8,15,7.41,False,0.67
372,1,0.5454,0.4454,4,0.5051,0.4512,1,16,0.51,False,1.0
373,"51.13, 56.71",0.7678,0.7678,3,"83.79, 92.19",0.1961,2,9,"50.98,\mu,56.86",False,0.33
374,4000,0.9869,0.99,1,4001,0.0125,10,15,4000,True,1.0
375,3.72,0.4642,0.4642,4,A,0.4628,9,15,A,False,0.33
376,D,0.8445,0.8445,2,1275,0.073,1,7,1275,False,0.33
377,B,0.9901,0.99,1,INVALID,0.0095,7,12,B,True,1.0
378,"0.0001420, 0.00002206, 0.0001199, 0.1554, 15.54",0.4561,0.4561,4,"0.0001420, 0.00002208, 0.0001199, 0.1555, 15.55",0.1999,2,12,"0.000142, 0.0000221, 0.000120, 0.1553, 15.53\%",False,0.33
379,481,0.994,0.894,2,PLACEHOLDER_0379,0.0045,1,16,480,False,1.0
380,"0.07500, 0.2390, 32000, 16710, 38000, 0.002480, 52000",0.4648,0.3648,5,1,0.2334,6,16,"0.075, 0.239, 32000, 16710, 38000, 0.00248, 52000",False,1.0
381,2040,0.9869,0.99,1,2041,0.0125,10,15,2040,True,1.0
382,"10.39, 6.111",0.3818,0.3818,5,"10.4, 6.1",0.1917,6,15,"\frac{187}{18},\frac{55}{9}",False,0.67
383,E,0.8445,0.8445,2,80,0.073,1,7,80,False,0.67
384,\frac{\ln\left(\frac{11}{32}\right) - 3}{5},0.8293,0.8293,2,\frac{1}{5}\ln\left(\frac{11}{32}\right)-\frac{3}{5},0.1441,8,15,x = \frac{\ln\!(\frac{11}{32}) - 3}{5},False,0.33
385,A,0.9678,0.8678,2,INVALID,0.0202,5,16,"A,A,A",False,1.0
386,5,0.5998,0.5998,4,3,0.1894,2,9,3,False,0.67
387,-229,0.994,0.894,2,PLACEHOLDER_0387,0.0045,1,16,-230,False,1.0
388,"4.110, 3.523, 2.935, 1.174, 0.000",0.7379,0.7379,3,"4.110, 3.523, 2.935, 1.174, 0.0000",0.1294,4,15,"4.11\%,3.52\%,2.94\%,1.17\%,0\%",False,0.67
389,F,0.776,0.826,2,C,0.1439,11,15,F,True,0.67
390,"\frac{3, -\frac{15} $$",0.4522,0.4522,4,"-\frac{15}{14}, \frac{3}{25}",0.2244,1,15,"\frac{3}{25}, -\frac{15}{14}",False,0.67
391,5,0.3946,0.3946,5,I,0.3522,1,13,C,False,0.33
392,81,0.9869,0.99,1,82,0.0125,10,15,81,True,1.0
393,"-10, 22",0.5825,0.5825,4,"22, -10",0.1817,2,15,"\frac{1}{10}arccos(\frac{x-6}{16}), -10, 22",False,0.33
394,H,0.9869,0.99,1,INVALID,0.0125,10,15,H,True,1.0
395,"28.33, -23.75, -1.429",0.3592,0.3592,5,"85/3, -95/4, -10/7",0.2553,5,16,"\frac{85}{3},-\frac{95}{4},-\frac{10}{7}",False,0.67
396,"(-\text{inf}, 5), (-3, 5]",0.8331,0.8331,2,"(-\infty, 5), (-3, 5]",0.0602,5,15,"(-inf,5),(-3,5]",False,0.67
397,"804.2, 2145",0.4648,0.3648,5,257,0.2334,6,16,"256\pi, \frac{2048\pi}{3}",False,1.0
398,A,0.8465,0.8965,2,H,0.1442,9,15,A,True,1.0
399,E,0.8465,0.8965,2,J,0.1442,9,15,E,True,1.0
400,E,0.8465,0.8965,2,0.1344,0.1442,9,15,E,True,1.0
401,"143.2, 240.0, 52.52, -135.0",0.3818,0.3818,5,"\frac{450°}{\pi}, 240°, \frac{165°}{\pi}, -135°",0.1917,6,15,"\frac{450°}{\pi},\ 240°,\ \frac{165°}{\pi},\ -135°",False,0.33
402,J,0.8465,0.8965,2,I,0.1442,9,15,J,True,1.0
403,INVALID,0.4828,0.3828,5,H,0.3483,1,16,J,False,1.0
404,52.00,0.9926,0.9926,1,PLACEHOLDER_0404,0.0053,10,16,52\%,False,0.67
405,B,0.6457,0.6457,3,A,0.2803,3,15,F,False,0.5
406,-7,0.9869,0.99,1,-6,0.0125,10,15,-7,True,1.0
407,C,0.9869,0.99,1,INVALID,0.0125,10,15,C,True,1.0
408,", 3, 7, \frac{5816} $$",0.6726,0.6726,3,"\frac{428}{999}, \frac{653}{9990}, \frac{574}{999}, \frac{3017}{99990}, \frac{5816}{9999}",0.1779,1,15,"5816/9999, 3017/99990, 574/999, 653/9990, 428/999",False,0.33
409,"(-0.02462, 4.239)",0.6535,0.6535,3,"(-8.60, 13.40), (-2.45, 7.25)",0.1669,2,10,"(-2.86, 7.08), (-0.10, 4.32)",False,0.33
410,"45.00, 4.000",0.6854,0.6854,3,"45, 4",0.1202,4,15,"45^\circ,4 s",False,0.67
411,39246,0.3615,0.2615,5,27.37,0.2991,1,15,\frac{392\pi}{45},False,1.0
412,\frac{4\sqrt{78} - 35}{72},0.8414,0.7414,3,\frac{4\sqrt{78}-35}{72},0.1492,8,15,\frac{4\sqrt{78}-35}{72},False,1.0
413,"0.8929, (1.84, \infty), 0.2070, \text{A}$ (Do Not Reject $ H_0 $)",0.4757,0.4757,4,"-0.5214, (-infty, 1.496), 0.694, Do Not Reject H_0",0.2498,1,11,"0.893, (1.855, infty), 0.20, A",False,0.33
414,I,0.8465,0.8965,2,B,0.1442,9,15,I,True,1.0
415,"\sqrt{\frac{A}{6}}, A, \left( \frac{A}{6} \right)^{3/2}, A",0.326,0.326,5,"\left( \frac{A}{6} \right)^{3/2}, A",0.1605,2,15,"\sqrt{A/6},\ A,\ (A/6)^{3/2},\ A",False,0.33
416,12,0.4264,0.3264,5,16,0.3077,1,16,"11,16",False,1.0
417,"1.006, 0.9676, 28, 29.10, 1.039",0.1887,0.1887,5,"1.006, 0.9675, 28, 29.10, 1.039",0.183,1,15,"1.006, 0.97, 28, 29.1, 1.039",False,0.33
418,"2.958, 1.751, 0.001530, B",0.2623,0.2623,5,"2.958, 1.758, 0.001500, B",0.2258,1,15,"2.958, 1.75, 0.0015, B",False,0.33
419,n^2,0.7437,0.7937,3,G,0.1862,3,9,n^2,True,0.67
420,H,0.8465,0.8965,2,J,0.1442,9,15,H,True,1.0
421,"-\frac{9\sqrt{5}}{20}, -\frac{\sqrt{5}}{20}",0.6112,0.6112,3,"-\frac{\sqrt{5}}{20}, -\frac{9\sqrt{5}}{20}",0.2298,7,16,"-\frac{9\sqrt5}{20},-\frac{\sqrt5}{20}",False,0.67
422,20,0.7678,0.7678,3,C,0.1961,2,9,(N+1)(4N^2+2N+1),False,0.33
423,-0.5000,0.8425,0.8925,2,-\frac{1}{2},0.1521,11,15,-0.5,True,0.33
424,"\text{parameter}, \text{parameter}, \text{statistic},",0.6951,0.5951,4,"statistic, statistic, parameter, parameter",0.1677,2,16,"parameter,parameter,statistic,statistic",False,1.0
425,7,0.9869,0.99,1,8,0.0125,10,15,7,True,1.0
426,11,0.9869,0.99,1,12,0.0125,10,15,11,True,1.0
427,C,0.6919,0.6919,3,E,0.2839,1,12,E,False,0.67
428,"43, 55",0.8756,0.9256,1,"55, 43",0.071,7,15,"43,55",True,1.0
429,7.05,0.9715,0.9715,1,A,0.012,8,15,A,False,0.67
430,E,0.8465,0.8965,2,1,0.1442,9,15,E,True,1.0
431,"5, 42",0.8756,0.9256,1,"42, 5",0.071,7,15,"5, 42",True,1.0
432,"1.202, 2.129, 4.344, 5.271",0.6967,0.6967,3,"1.190, 2.129, 4.332, 5.271",0.1135,5,15,"1.2036, 2.1294, 4.3452, 5.2710",False,0.67
433,C,0.9869,0.99,1,INVALID,0.0125,10,15,C,True,1.0
434,H,0.6631,0.5631,4,A,0.2721,1,15,A,False,1.0
435,"0.4457, 0.5368",0.3878,0.3878,5,A,0.2005,1,15,"0.446, 0.537, A",False,0.67
436,20,0.9869,0.99,1,21,0.0125,10,15,20,True,1.0
437,"(76.4, 79.6)",0.5112,0.4112,4,79.63,0.4562,1,15,"(76.37, 79.63)",False,1.0
438,"5, 9, 1, 10, 2, 0, 10, x^3 y^7, 1",0.8872,0.8872,2,"1, x^3 y^7, 10, 0, 2, 10, 1, 9, 5",0.0605,5,15,"5,9,1,10,2,0,10,x^3y^7,1",False,0.67
439,-\frac{4}{13},0.5667,0.6167,3,-412,0.4164,11,16,-\frac{4}{13},True,1.0
440,B,0.6631,0.6631,3,G,0.2721,1,15,G,False,0.67
441,260,0.9869,0.99,1,261,0.0125,10,15,260,True,1.0
442,J,0.6631,0.6631,3,H,0.2721,1,15,H,False,0.67
443,17,0.5803,0.4803,4,G,0.2913,1,8,G,False,1.0
444,"43, 148, 61, 112, 35, 113",0.3774,0.3774,5,"113, 35, 112, 61, 148, 43",0.3254,1,15,"113,35,112,61,148,43",False,0.67
445,A,0.8445,0.8445,2,G,0.073,1,7,G,False,0.33
446,"1.872, 0.9720",0.7627,0.7627,3,I,0.078,4,15,"1.872, 0.972",False,0.33
447,"(-\infty, 4]",0.5538,0.5538,4,x \leq 4,0.3744,2,15,x \leq 4,False,0.67
448,"x^3 - 4x^2 - 6x + 30, x^2 - 9x + 20",0.5878,0.5878,4,"x^2 - 9x + 20, x^3 - 4x^2 - 6x + 30",0.2255,6,15,"x^3-4x^2-6x+30,\ x^2-9x+20",False,0.67
449,"3.5850, 0.0003460, B",0.222,0.222,5,"3.585, 0.0003170, B",0.2154,1,15,"3.585, 0.0008, B",False,0.67
450,A,0.4178,0.4178,4,E,0.3378,1,9,I,False,0.67
451,"0.1290, 0.1935, 0.2097, 14, 0.1774, 0.06452",0.3818,0.3818,5,"0.129032258064516, 0.193548387096774, 0.209677419354839, 14, 0.177419354838710, 0.0645161290322581",0.1917,6,15,"0.129032258064516,0.193548387096774,0.209677419354839,14,0.177419354838710,0.064516129032258",False,0.33
452,42,0.9869,0.99,1,43,0.0125,10,15,42,True,1.0
453,1013,0.4733,0.5233,4,B,0.3826,1,7,1013,True,0.33
454,"1.500, 0.9375",0.3818,0.3818,5,"1.5, \frac{15}{16}",0.1917,6,15,"1.5, 0.9375",False,0.33
455,C,0.9869,0.99,1,INVALID,0.0125,10,15,C,True,1.0
456,"-7.740, A, B",0.2471,0.2471,5,"-7.743, A, B",0.1917,1,15,"-7.71, A, B",False,0.33
457,Letter,0.4178,0.4178,4,F,0.3378,1,9,C,False,0.67
458,H,0.7262,0.7262,3,3,0.2028,1,9,3,False,0.67
459,"sin^2(A), \frac{cos(A)}{sin(A)}, sec^2(A), \frac{1}{tan(A)}, \frac{1}{sin(A)}",0.272,0.272,5,"\sin^2(A), \frac{\cos(A)}{\sin(A)}, \sec^2(A), \frac{1}{\tan(A)}, \frac{1}{\sin(A)}",0.2687,1,15,"\sin^2(A),\ \frac{\cos(A)}{\sin(A)},\ \sec^2(A),\ \frac{1}{\tan(A)},\ \frac{1}{\sin(A)}",False,0.67
460,"F, F, T, T, T, T, F",0.8607,0.9107,1,"F, T, T, T, T, F, F",0.0698,7,14,"F,F,T,T,T,T,F",True,1.0
461,"2.000, 302",0.4648,0.3648,5,3,0.2334,6,16,"2, 302",False,1.0
462,"-7, 8",0.8756,0.9256,1,"8, -7",0.071,7,15,"-7,8",True,1.0
463,E,0.9301,0.9301,1,D,0.0317,5,15,J,False,0.67
464,G,0.9869,0.99,1,INVALID,0.0125,10,15,G,True,1.0
465,H,0.8465,0.8965,2,8/9,0.1442,9,15,H,True,1.0
466,26.9,0.9869,0.99,1,27,0.0125,10,15,26.9,True,1.0
467,"0.02667w + 0.0333, A, A, 4.967",0.26,0.26,5,"0.02667w + 0.03333, 100 \leq w \leq 220, 0 \leq C \leq 6, 4.967",0.1899,2,15,"C=0.0267w+0.03, A, A, 5.0",False,0.33
468,"0.669, 0.880",0.2916,0.2916,5,"0.8816, 0.6714",0.2755,1,15,"0.671, 0.882",False,0.67
469,19.06,0.4817,0.4817,4,"3, 7, 3, 7, s^2, 0.1575A, 0.1575s^2, 81.00, 14.18, 19.06, C, 81.00, 14.18, 19.06",0.1889,4,15,"s^2,\ 0.1575A,\ 0.1575s^2,\ C,\ 81,\ A 9-ft square deck has area 81 sq ft,\ 14.175,\ Cost to stain 90 sq ft is \14.175,\ 19.0575,\ Cost to stain an 11-ft square deck is \19.0575",False,0.33
470,"2.576, 3.106",0.2549,0.2549,5,"1.96, 2.20, 2.33, 2.71, 2.58, 3.18",0.2051,2,15,"1.96, 2.201, 2.326, 2.718, 2.576, 3.106",False,0.33
471,C,0.9901,0.99,1,INVALID,0.0095,7,12,C,True,1.0
472,I,0.8465,0.8965,2,J,0.1442,9,15,I,True,1.0
473,"[-7, -3]",0.9869,0.99,1,-6,0.0125,10,15,"[-7,-3]",True,1.0
474,A,0.6631,0.6631,3,C,0.2721,1,15,C,False,0.67
475,0.3333,0.7678,0.7678,3,B,0.1961,2,9,1,False,0.33
476,G,0.8465,0.8965,2,H,0.1442,9,15,G,True,1.0
477,"A, C",0.8756,0.9256,1,"C, A",0.071,7,15,"A,C",True,1.0
478,-0.3000,0.9926,0.9926,1,PLACEHOLDER_0478,0.0053,10,16,-\frac{3}{10},False,0.67
479,"40.01, 43.99",0.5667,0.5667,4,"40.242, 43.758, 40.017, 43.983",0.1447,2,15,"40.36, 43.64, 40.01, 43.99",False,0.67
480,"2.500, 2.500",0.8063,0.7063,3,2.500,0.1331,2,15,"2.5,2.5",False,1.0
481,A,0.9869,0.99,1,INVALID,0.0125,10,15,A,True,1.0
482,H,0.9869,0.99,1,INVALID,0.0125,10,15,H,True,1.0
483,A,0.9216,0.9716,1,PLACEHOLDER_0483,0.0784,10,11,A,True,0.67
484,C,0.9869,0.99,1,INVALID,0.0125,10,15,C,True,1.0
485,135,0.9869,0.99,1,136,0.0125,10,15,135,True,1.0
486,B,0.9869,0.99,1,INVALID,0.0125,10,15,B,True,1.0
487,-0.9636,0.3118,0.3118,5,"-21.10, -0.9637",0.2412,2,15,"-21.1, -0.9637",False,0.33
488,2025!,0.5998,0.5998,4,2051326,0.1894,2,9,4050,False,0.67
489,\$385,0.9158,0.8158,2,385,0.0801,1,15,385,False,1.0
490,"23.00, 410.0",0.6965,0.6965,3,"23, \text{BTU/sq ft}, 410",0.0885,4,15,"23  BTUs per square foot, 410  square feet",False,0.33
491,"1255.37, 1091.15, 1419.59, \text{No},",0.3101,0.3101,5,", 1255.37, 1091.16, 1419.57, No, Central Limit Theorem",0.2669,1,15,"1255.37, 1091.05, 1419.69, No, Central Limit Theorem",False,0.67
492,"81\%, A",0.341,0.241,5,"81\%,",0.2637,2,16,"A,A",False,1.0
493,"14.67, B, 0.06866, 0.1083",0.3424,0.3424,5,"14.67, B, 0.06867, 0.1083",0.2649,2,15,"14.67, B, 0.0687, 0.1083",False,0.33
494,0.06200,0.4142,0.3142,5,8,0.2454,4,16,"7, 0.062",False,1.0
495,"B, 100.0, 200.0, 0.2550, 5.991",0.485,0.485,4,"100, 100, 200, 0.255, 5.99, B",0.315,1,15,"100, 100, 200, 0.255, 5.99, B",False,0.67
496,9.594,0.297,0.297,5,99.594,0.2643,8,15,99.594,False,0.33
497,"1.111, 88.81, 88.81, 0.9004",0.5877,0.5877,4,", 1.111, 88.81, 0.9004",0.2019,3,15,"1.1106, 88.8065, 88.8065, 0.9004",False,0.33
